"V1","V2","V3","V4","V5","V6"
0,0,0.714743304439096,0.00636065014629495,0.0827718989037537,0.196124146510855
0,0,0.707894282034203,0,0.117292783993977,0.17481293397182
0,0.0245339016133475,0.372678106316953,0,0.158882620972066,0.443905371097634
0.0403419010892313,0.0235516216358938,0.622154976798184,0.0107735582908861,0.123705072340037,0.179472869845767
0.00161475106297529,0.0453606437690651,0.523975010435025,0.0499764919490832,0.0726496098333348,0.306423492950516
0,0.0614316373344022,0.529141550107379,0.0242154339201865,0.219696758348477,0.165514620289556
0,0.0648396668813937,0.179257392381694,0.0674337860871432,0.297921686296353,0.390547468353417
0,0,0.476745312035227,0,0.22416507977308,0.299089608191693
0,0.0872269923084049,0.826524246397864,0,0.0471762537076438,0.0390725075860876
0,0.0653947531580269,0.779554204725289,0.0127212944198027,0.0467786785436964,0.0955510691531853
0.0208992444597834,0.0580240372765288,0.5911590720055,0,0.165631183643886,0.164286462614302
0.0129634313370492,0.00437161511366199,0.378097201830527,0,0.501031889026829,0.103535862691932
0.0885632240627587,0.794643253535719,0.0202495212429943,0,0.059206916710483,0.037337084448045
0.00155280304037288,0.0609611955849911,0.397760264341767,0,0.370015084620392,0.169710652412477
0.0336205399077546,0.0318032178586869,0.221921342991876,0,0.382642327331343,0.330012571910339
0.0345291998287008,0,0.156975470767411,0,0.453080189873925,0.355415139529963
0.053349500280388,0,0.304293825303052,0.0127212893053109,0.317109140610619,0.31252624450063
0.108114366892117,0.0595645971443255,0.273654230851552,0.0605766191807583,0.0163744805894813,0.481715705341765
0.0596199135501178,0.182487656744679,0.127890490325153,0.0773167540102356,0.188071601889862,0.364613583479953
0.213682513051523,0.0656672641670197,0.00618677420416355,0.383548654657106,0.271437773957447,0.0594770199627417
0.138545771740736,0.0577703225597987,0.144778542909021,0.343060256262627,0.0744237890094423,0.241421317518376
0.0177659563020213,0.085537997454146,0.110252145874286,0.438567772455652,0.069829002187093,0.278047125726801
0.0604951048148532,0.152893117586794,0.0745409142362274,0.447164872414946,0.0598848227965447,0.205021168150635
0.0336205326724107,0.0659789473195789,0.305418971108379,0.123949595478992,0.0390725247814505,0.431959428639189
0.022869177388776,0.0365498856213481,0.278847155740402,0.0559311509508296,0.00308952105252186,0.602713109246123
0.195462714863881,0.0912204147366124,0.317350888520527,0.106993356209801,0.0154024524620736,0.273570173207105
0.00828440315740366,0.100574561910917,0.730673928882805,0,0.0189340023597461,0.141533103689129
0,0.0324015227776365,0.904309042703417,0,0.0156948843766772,0.0475945501422692
0,0,0.744332952841323,0,0.0709219169858137,0.184745130172864
0.0337786978782461,0.0773309540106048,0.620088908122312,0.00649103816876699,0.143393425728229,0.118916976091841
0,0.12339028119527,0.550161508705491,0,0.0842617388648991,0.24218647123434
0,0.00718422830173759,0.59657286605606,0,0.254773979700507,0.141468925941695
0,0.0266347207191375,0.366705502901049,0,0.416974308258306,0.189685468121508
0.0181732575088512,0.0308945468650473,0.354726874932352,0,0.419932968758123,0.176272351935626
0,0.00546638810932776,0.909796687195934,0,0.0157201103144022,0.0690168143803363
0.0290772206106216,0.421024865841522,0.435161276138387,0,0.0109039572289831,0.103832680180486
0,0.145174207210052,0.694085313128474,0,0.0554252686073328,0.105315211054141
0,0.161869707208612,0.410611327675895,0.00272598107087551,0.0950577724715021,0.329735211573115
0,0.165031338135595,0.247706771706429,0,0.468992228910852,0.118269661247124
0,0.340052851780899,0.517077601790319,0,0.0778619073236524,0.0650076391051299
0,0.00061825001298325,0.547627326500174,0,0.318880247696485,0.132874175790358
0.0262815346044753,0.119111466739564,0.347100060983301,0,0.106336494445739,0.40117044322692
0.0913292096485471,0.174969043074102,0.477645412851717,0,0.0804262153323602,0.175630119093273
0.0180690906324182,0.00391051513686803,0.324617109361599,0,0.527062246447179,0.126341038421936
0.0432806169521736,0.0325946297170819,0.535122694772699,0.0212904434683898,0.064255635413624,0.303455979676032
0.0545197976901137,0.0192557985969298,0.329484711214026,0.220879823847275,0.0241246257478634,0.351735242903793
0.07677000068695,0.0640531352418597,0.194551574809305,0.216543034579006,0.145829938104048,0.302252316578831
0.213369084961502,0.0246575740356181,0.206295175664397,0.27764451466107,0.166136553977735,0.111897096699678
0.252379949571399,0.0750883452526504,0.00991867029756011,0.318181133545434,0.174541861236256,0.169890040096701
0.121135863149532,0.156608599071824,0.308142571011707,0.159965912159114,0.0291318587574283,0.225015195850395
0,0.0245339026378815,0.265677211907608,0.204011747304305,0.060233421566069,0.445543716584137
0.133928328553563,0.0509806987333438,0.104325823547078,0.218325123423054,0.135629016611387,0.356811009131574
0.0118126344252548,0.0118126184252543,0.869745151310825,0,0.0108627733910598,0.0957668224476056
0,0,0.409022369816537,0,0.186732563481582,0.404245066701882
0,0,0.54518563553927,0,0.0933552861471716,0.361459078313559
0.0522247851489453,0.121354741669804,0.415745565146402,0,0.36901318611829,0.0416617219165579
0,0.170041254060743,0.694260464496688,0,0.0781450374066107,0.0575532440359584
0.0463418339731785,0.166391222494216,0.434230665118844,0,0.296541011227361,0.0564952671864006
0,0.00572795710883119,0.4263421281005,0,0.390419967417979,0.177509947372689
0,0.0269839154317426,0.238971023823536,0,0.407464132519426,0.326580928225295
0,0.158030669528491,0.767539851280638,0,0.0185104642961674,0.0559190148947042
0.028829683086489,0.888523944665572,0.0171057190513172,0.0642791891928376,0.00126146400378439,0
0.168064480857096,0.153550054610351,0.000793973013497541,0.0983715166723158,0.487778458292234,0.0914415165545058
0.0220035522420391,0.158907591747984,0.120854658329401,0.0363465253998118,0.550054145050596,0.111833527230169
0,0.185136564887868,0.131746103766668,0.00726931015265551,0.490370157297773,0.185477863895035
0.0666052556651314,0.338088839452221,0.289023067225577,0,0.148468860711722,0.157813976945349
0,0.0821472080536802,0.191204641780116,0,0.441654106041353,0.284994044124851
0.10817437273079,0.0644499410311991,0.0380853036093649,0,0.604611626673786,0.18467875595486
0.0131189501836653,0.0540026607560373,0.450176242302467,0,0.199228998789206,0.283473147968624
0.0909206697274927,0.0509426399679102,0.113527457157022,0,0.431241005193579,0.313368227953996
0.0480882673945597,0.0222003216438093,0.373028716817833,0,0.430400214481606,0.126282479662192
0,0,0.688114286202857,0.0503950952598774,0.188681218717031,0.072809399820235
0,0.00158795103969878,0.780641746516044,0.0279481476987037,0.0863229911580748,0.103499163587479
0,0,0.199057434374551,0.122941513319421,0.0685355498504598,0.609465502455569
0.0149339245226874,0.000818537028648796,0.0393600983776034,0.314181543996354,0.370872819980549,0.259833076094158
0.295696632096719,0.124592680990224,0.0206116714946801,0.391151985387648,0.09634291531223,0.0716041147184987
0.243151734863035,0.0741852134837043,0.00862787717255754,0.496625947932519,0.080734198614684,0.0966750279335006
0.322482109866731,0.134751903794332,0.0236099810152292,0.329659908175376,0.0431127568538485,0.146383340294484
0,0,0.394921629032414,0.0473539285626796,0.0784382935884637,0.479286148816443
0,0.0187337686931494,0.373750149828756,0.00443986616427505,0.247027044140001,0.356049171173819
0.0270406326489752,0.187795384507089,0.683964539415149,0,0.0231812965563511,0.0780181468724355
0.0623246591190384,0.0400712023624209,0.310992918573759,0,0.333821893349944,0.252789326594837
0,0,0.512615668302776,0,0.198235543757653,0.289148787939571
0,0.0109039572398871,0.690751735196538,0,0.110782383437212,0.187561924126362
0,0.000183992003311856,0.61683502810303,0,0.201136916620465,0.181844063273193
0,0.0234412594453839,0.609588074582173,0,0.189104521592986,0.177866144379457
0.00817797523716128,0.082965482405999,0.455062277196806,0,0.299365696681605,0.154428568478428
0.0535061474981721,0.374084784474374,0.0480010473440293,0.0858628394041595,0.248464876957017,0.190080304322249
0.0637081854652883,0,0.179737863133971,0.00591213713597915,0.535251553310786,0.215390260953976
0,0,0.125610218014645,0,0.650371861608925,0.22401792037643
0.010903952239887,0.224027380928602,0.219263033823787,0,0.435384764578465,0.110420868429259
0.023315001349725,0.082596063238941,0.0678956890184353,0.0014520800217812,0.551907262278609,0.272833904092509
0.0676222088790887,0.0276228733590974,0.0106083781379089,0.00763455109924916,0.804112138453458,0.082399850071198
0.0283673295389793,0.068149738294845,0.0305823935810655,0,0.755439314353347,0.117461224231763
0.192956505245043,0,0.17489681484773,0,0.513239016291258,0.118907663615969
0.0107611591183727,0,0.150301934653321,0,0.720784629928631,0.118152276299675
0.00308896602780069,0,0.181560692634046,0,0.601269128411422,0.214081212926731
