left,top,CellID,roadLen,roadCt
-72.172677,43.072743,1,0.00973420537468,1.0
-72.172677,43.082052,2,0.0,0.0
-72.172677,43.091361,3,0.00952300293441,1.0
-72.172677,43.10067,4,0.0198852906487,7.0
-72.172677,43.109979,5,0.0117174527425,5.0
-72.172677,43.119288,6,0.00944087694048,1.0
-72.172677,43.128597,7,0.0218861274739,6.0
-72.172677,43.137906,8,0.00579484511859,2.0
-72.172677,43.147215,9,0.0,0.0
-72.172677,43.156524,10,0.0138988794396,4.0
-72.172677,43.165833,11,0.0148921840946,2.0
-72.172677,43.175142,12,0.00259456858087,1.0
-72.172677,43.184451,13,0.0173601918994,17.0
-72.172677,43.19376,14,0.0227749618753,5.0
-72.172677,43.203069,15,0.00936776481059,1.0
-72.172677,43.212378,16,0.009320604846,10.0
-72.172677,43.221687,17,0.0230798523527,17.0
-72.172677,43.230996,18,0.0459874328288,20.0
-72.172677,43.240305,19,0.022723582418,10.0
-72.172677,43.249614,20,0.01698406912,4.0
-72.172677,43.258923,21,0.0236658657948,13.0
-72.172677,43.268232,22,0.00779702633206,2.0
-72.172677,43.277541,23,0.0129672570284,3.0
-72.172677,43.28685,24,0.0170272156887,10.0
-72.172677,43.296159,25,0.00606092027691,2.0
-72.172677,43.305468,26,0.0142165790502,3.0
-72.163368,43.072743,27,0.00970774357424,2.0
-72.163368,43.082052,28,0.0,0.0
-72.163368,43.091361,29,0.0,0.0
-72.163368,43.10067,30,0.0119261145316,3.0
-72.163368,43.109979,31,0.000286958470665,2.0
-72.163368,43.119288,32,0.0,0.0
-72.163368,43.128597,33,0.00600527039912,1.0
-72.163368,43.137906,34,0.0208435559985,3.0
-72.163368,43.147215,35,0.0134987438369,3.0
-72.163368,43.156524,36,0.0298738970179,16.0
-72.163368,43.165833,37,0.0,0.0
-72.163368,43.175142,38,0.0,0.0
-72.163368,43.184451,39,0.0,0.0
-72.163368,43.19376,40,0.00048675716086,1.0
-72.163368,43.203069,41,0.0,0.0
-72.163368,43.212378,42,0.0246382918336,20.0
-72.163368,43.221687,43,0.0278883284664,16.0
-72.163368,43.230996,44,0.00247581003984,3.0
-72.163368,43.240305,45,0.0239959110991,11.0
-72.163368,43.249614,46,0.0194325446303,5.0
-72.163368,43.258923,47,0.00188579969658,1.0
-72.163368,43.268232,48,0.0206983484077,5.0
-72.163368,43.277541,49,0.0223398530084,8.0
-72.163368,43.28685,50,0.0035167030105,1.0
-72.163368,43.296159,51,0.0,0.0
-72.163368,43.305468,52,0.0124267443673,5.0
-72.154059,43.072743,53,0.0288834645995,9.0
-72.154059,43.082052,54,0.0130475718747,4.0
-72.154059,43.091361,55,0.00525860130033,1.0
-72.154059,43.10067,56,0.0292489702075,12.0
-72.154059,43.109979,57,0.0120480540651,1.0
-72.154059,43.119288,58,0.00878500597823,2.0
-72.154059,43.128597,59,0.0171787577947,3.0
-72.154059,43.137906,60,0.00253693068186,2.0
-72.154059,43.147215,61,0.0184964800818,6.0
-72.154059,43.156524,62,0.00718950779225,6.0
-72.154059,43.165833,63,0.0524409853078,31.0
-72.154059,43.175142,64,0.0263830222495,13.0
-72.154059,43.184451,65,0.00257674243604,3.0
-72.154059,43.19376,66,0.022980857028,19.0
-72.154059,43.203069,67,0.0,0.0
-72.154059,43.212378,68,0.0172361672441,9.0
-72.154059,43.221687,69,0.000674156883121,1.0
-72.154059,43.230996,70,0.000968666636852,1.0
-72.154059,43.240305,71,0.00337672869775,1.0
-72.154059,43.249614,72,0.00165102856649,1.0
-72.154059,43.258923,73,0.00906254439525,2.0
-72.154059,43.268232,74,0.00633501318218,3.0
-72.154059,43.277541,75,0.00859522778847,2.0
-72.154059,43.28685,76,0.0310513243764,13.0
-72.154059,43.296159,77,0.00756763423611,4.0
-72.154059,43.305468,78,0.0173529699563,3.0
-72.14475,43.072743,79,0.0108649377406,4.0
-72.14475,43.082052,80,0.00861798773079,1.0
-72.14475,43.091361,81,0.0109293185909,2.0
-72.14475,43.10067,82,0.0293184119998,10.0
-72.14475,43.109979,83,0.0113419343036,2.0
-72.14475,43.119288,84,0.0183159336531,7.0
-72.14475,43.128597,85,0.0107534208906,1.0
-72.14475,43.137906,86,0.0,0.0
-72.14475,43.147215,87,0.0112337293767,2.0
-72.14475,43.156524,88,0.0311791235425,16.0
-72.14475,43.165833,89,0.0520438472932,31.0
-72.14475,43.175142,90,0.0,0.0
-72.14475,43.184451,91,0.0,0.0
-72.14475,43.19376,92,0.00427069055319,1.0
-72.14475,43.203069,93,0.015508917666,2.0
-72.14475,43.212378,94,0.00383766707691,1.0
-72.14475,43.221687,95,0.0,0.0
-72.14475,43.230996,96,0.0,0.0
-72.14475,43.240305,97,0.0,0.0
-72.14475,43.249614,98,0.0,0.0
-72.14475,43.258923,99,0.0,0.0
-72.14475,43.268232,100,0.0111559026383,1.0
-72.14475,43.277541,101,0.0094026015725,2.0
-72.14475,43.28685,102,0.0229319695249,7.0
-72.14475,43.296159,103,0.0191489562149,6.0
-72.14475,43.305468,104,0.0140085659906,8.0
-72.135441,43.072743,105,0.00635682556563,1.0
-72.135441,43.082052,106,0.00368734343162,1.0
-72.135441,43.091361,107,0.0197755100775,12.0
-72.135441,43.10067,108,0.00483890500169,2.0
-72.135441,43.109979,109,0.0,0.0
-72.135441,43.119288,110,0.00146862716455,1.0
-72.135441,43.128597,111,0.0118466723205,1.0
-72.135441,43.137906,112,0.00462742900567,1.0
-72.135441,43.147215,113,0.0196742807428,5.0
-72.135441,43.156524,114,0.0105726036806,4.0
-72.135441,43.165833,115,0.0243962641203,8.0
-72.135441,43.175142,116,0.00558178272603,2.0
-72.135441,43.184451,117,0.0,0.0
-72.135441,43.19376,118,0.0,0.0
-72.135441,43.203069,119,0.0115596394426,3.0
-72.135441,43.212378,120,0.0,0.0
-72.135441,43.221687,121,0.0,0.0
-72.135441,43.230996,122,0.0,0.0
-72.135441,43.240305,123,0.0,0.0
-72.135441,43.249614,124,0.0,0.0
-72.135441,43.258923,125,0.0,0.0
-72.135441,43.268232,126,0.0,0.0
-72.135441,43.277541,127,0.01657266715,9.0
-72.135441,43.28685,128,0.0211942255074,12.0
-72.135441,43.296159,129,0.0147455719144,5.0
-72.135441,43.305468,130,0.0111889261305,1.0
-72.126132,43.072743,131,0.0195734945924,15.0
-72.126132,43.082052,132,0.0223961545783,8.0
-72.126132,43.091361,133,0.00539824942277,4.0
-72.126132,43.10067,134,0.0133002524793,2.0
-72.126132,43.109979,135,0.0,0.0
-72.126132,43.119288,136,0.0125011275731,3.0
-72.126132,43.128597,137,0.00973888475138,1.0
-72.126132,43.137906,138,0.00602168985894,2.0
-72.126132,43.147215,139,0.0,0.0
-72.126132,43.156524,140,0.00249398945812,3.0
-72.126132,43.165833,141,0.0314505634875,21.0
-72.126132,43.175142,142,0.0208180907471,8.0
-72.126132,43.184451,143,0.0115087013848,3.0
-72.126132,43.19376,144,0.014850925691,6.0
-72.126132,43.203069,145,0.00376215940683,4.0
-72.126132,43.212378,146,0.00680223280156,1.0
-72.126132,43.221687,147,0.00992439593404,1.0
-72.126132,43.230996,148,0.0099236178285,1.0
-72.126132,43.240305,149,0.0196464333073,5.0
