category,min,max,mean,stddev,sum,count
37799,0.242757317,0.242757317,0.242757317,nan,0.242757317,1
37798,0.242757317,0.242757317,0.242757317,nan,0.242757317,1
37797,0.24275738,0.24275738,0.24275738,nan,0.24275738,1
37796,0.242757317,0.242757317,0.242757317,nan,0.242757317,1
37795,0.24275738,0.24275738,0.24275738,nan,0.24275738,1
37794,0.242757317,0.242757317,0.242757317,nan,0.242757317,1
37793,0.242757317,0.242757317,0.242757317,nan,0.242757317,1
37792,0.24275738,0.24275738,0.24275738,nan,0.24275738,1
37791,0.242757317,0.242757317,0.242757317,nan,0.242757317,1
37790,0.086719327,1.809462211,0.666312497333,0.99002916333,1.998937492,3
3519,0.009610545,0.009610545,0.009610545,nan,0.009610545,1
3518,0.009610547,0.009610547,0.009610547,nan,0.009610547,1
3513,0.009610547,0.009610547,0.009610547,nan,0.009610547,1
3512,0.009610545,0.009610545,0.009610545,nan,0.009610545,1
3511,0.009610545,0.009610545,0.009610545,nan,0.009610545,1
3510,0.009610545,0.009610545,0.009610545,nan,0.009610545,1
3517,0.009610545,0.009610545,0.009610545,nan,0.009610545,1
3516,0.009610547,0.009610547,0.009610547,nan,0.009610547,1
3515,0.009610545,0.009610545,0.009610545,nan,0.009610545,1
3514,0.009610545,0.009610545,0.009610545,nan,0.009610545,1
41798,0.01436854,0.145275888,0.079822214,0.0925654734779,0.159644428,2
14627,0.034146164,0.301314113,0.1677301385,0.188916268454,0.335460277,2
14628,0.092228341,0.092228341,0.092228341,nan,0.092228341,1
14629,0.092228341,0.092228341,0.092228341,nan,0.092228341,1
38644,0.064578002,0.064578002,0.064578002,nan,0.064578002,1
38645,0.064578019,0.064578019,0.064578019,nan,0.064578019,1
38646,0.064578002,0.064578002,0.064578002,nan,0.064578002,1
38647,0.064578002,0.064578002,0.064578002,nan,0.064578002,1
38640,0.000660471,0.175437089,0.08804878,0.123585731781,0.17609756,2
38641,0.064578002,0.064578002,0.064578002,nan,0.064578002,1
38642,0.064578019,0.064578019,0.064578019,nan,0.064578019,1
38643,0.064578002,0.064578002,0.064578002,nan,0.064578002,1
38648,0.064578019,0.064578019,0.064578019,nan,0.064578019,1
38649,0.064578002,0.064578002,0.064578002,nan,0.064578002,1
30411,0.101312757,0.101312757,0.101312757,nan,0.101312757,1
30410,0.101312757,0.101312757,0.101312757,nan,0.101312757,1
30413,0.101312757,0.101312757,0.101312757,nan,0.101312757,1
30412,0.10131273,0.10131273,0.10131273,nan,0.10131273,1
30415,0.054748807,0.068716851,0.061732829,0.00987689863231,0.123465658,2
30414,0.10131273,0.10131273,0.10131273,nan,0.10131273,1
30417,0.170167298,0.170167298,0.170167298,nan,0.170167298,1
30416,0.003375871,0.164497061,0.083936466,0.113929886042,0.167872932,2
30419,0.170167254,0.170167254,0.170167254,nan,0.170167254,1
30418,0.170167254,0.170167254,0.170167254,nan,0.170167254,1
33850,0.148473028,0.148473028,0.148473028,nan,0.148473028,1
33851,0.148472989,0.148472989,0.148472989,nan,0.148472989,1
33852,0.148472989,0.148472989,0.148472989,nan,0.148472989,1
33853,0.148473028,0.148473028,0.148473028,nan,0.148473028,1
33854,0.148472989,0.148472989,0.148472989,nan,0.148472989,1
33855,0.148472989,0.148472989,0.148472989,nan,0.148472989,1
33856,0.148472989,0.148472989,0.148472989,nan,0.148472989,1
33859,0.030141474,0.030141474,0.030141474,nan,0.030141474,1
36802,3.882e-06,0.061589843,0.0312360693333,0.0308023758175,0.093708208,3
44377,0.013263325,0.032248041,0.022755683,0.0134242214225,0.045511366,2
44376,0.046817443,0.046817443,0.046817443,nan,0.046817443,1
33954,0.032007038,0.032007038,0.032007038,nan,0.032007038,1
44375,0.046817419,0.046817419,0.046817419,nan,0.046817419,1
40742,0.035831702,0.035831702,0.035831702,nan,0.035831702,1
40743,0.035831711,0.035831711,0.035831711,nan,0.035831711,1
40740,0.035831702,0.035831702,0.035831702,nan,0.035831702,1
40741,0.035831711,0.035831711,0.035831711,nan,0.035831711,1
40746,0.035831702,0.035831702,0.035831702,nan,0.035831702,1
40747,0.035831711,0.035831711,0.035831711,nan,0.035831711,1
40744,0.035831702,0.035831702,0.035831702,nan,0.035831702,1
40745,0.035831702,0.035831702,0.035831702,nan,0.035831702,1
40852,0.02097801,0.063884461,0.0424312355,0.0303394424587,0.084862471,2
40748,0.026176729,0.103940362,0.0650585455,0.054987192224,0.130117091,2
40749,0.000736765,0.367550768,0.123176968,0.211634070407,0.369530904,3
40853,0.027647822,1.117054,0.572350911,0.77032649593,1.144701822,2
43876,0.049351614,0.055841447,0.0525965305,0.00458900492307,0.105193061,2
40850,0.064578002,0.064578002,0.064578002,nan,0.064578002,1
44370,0.06095325,0.06095325,0.06095325,nan,0.06095325,1
29434,0.108878062,0.108878062,0.108878062,nan,0.108878062,1
39597,1.225243823,1.225243823,1.225243823,nan,1.225243823,1
39596,0.003469616,1.178834912,0.591152264,0.831108771173,1.182304528,2
39595,0.060306276,0.155678307,0.1079922915,0.0674382098556,0.215984583,2
39594,0.163737476,0.163737476,0.163737476,nan,0.163737476,1
39593,0.163737433,0.163737433,0.163737433,nan,0.163737433,1
39592,0.163737476,0.163737476,0.163737476,nan,0.163737476,1
39591,0.163737433,0.163737433,0.163737433,nan,0.163737433,1
39590,0.025505225,0.247997261,0.11083327,0.119962079401,0.33249981,3
39599,0.618341158,0.839146703,0.7287439305,0.156133098193,1.457487861,2
39598,1.225243823,1.225243823,1.225243823,nan,1.225243823,1
40858,0.052265363,0.306958659,0.179612011,0.180095356724,0.359224022,2
29432,0.108878034,0.108878034,0.108878034,nan,0.108878034,1
15289,0.041102704,0.041102704,0.041102704,nan,0.041102704,1
15288,0.041102693,0.041102693,0.041102693,nan,0.041102693,1
15285,0.041102683,0.041102683,0.041102683,nan,0.041102683,1
15284,0.041102704,0.041102704,0.041102704,nan,0.041102704,1
15287,0.041102693,0.041102693,0.041102693,nan,0.041102693,1
15286,0.041102704,0.041102704,0.041102704,nan,0.041102704,1
15281,0.041102693,0.041102693,0.041102693,nan,0.041102693,1
15280,0.025394252,0.030044553,0.0277194025,0.00328825937166,0.055438805,2
15283,0.041102704,0.041102704,0.041102704,nan,0.041102704,1
15282,0.041102693,0.041102693,0.041102693,nan,0.041102693,1
23659,0.013299533,0.013299533,0.013299533,nan,0.013299533,1
36803,0.064578002,0.064578002,0.064578002,nan,0.064578002,1
23658,0.013299536,0.013299536,0.013299536,nan,0.013299536,1
35939,0.031558238,0.031558238,0.031558238,nan,0.031558238,1
28384,0.360669361,0.360669361,0.360669361,nan,0.360669361,1
28385,0.360669361,0.360669361,0.360669361,nan,0.360669361,1
35931,0.43571024,0.43571024,0.43571024,nan,0.43571024,1
35930,0.435710127,0.435710127,0.435710127,nan,0.435710127,1
35933,0.010202627,0.408627807,0.209415217,0.281729146573,0.418830434,2
35932,0.435710127,0.435710127,0.435710127,nan,0.435710127,1
35935,0.164143593,0.164143593,0.164143593,nan,0.164143593,1
28386,0.360669548,0.360669548,0.360669548,nan,0.360669548,1
35937,0.164143593,0.164143593,0.164143593,nan,0.164143593,1
35936,0.164143551,0.164143551,0.164143551,nan,0.164143551,1
33957,0.005608764,0.018850147,0.0122294555,0.00936307171159,0.024458911,2
23654,0.01329954,0.01329954,0.01329954,nan,0.01329954,1
28380,0.420616736,0.420616736,0.420616736,nan,0.420616736,1
40836,0.020893023,0.212246045,0.122989382333,0.0963204968582,0.368968147,3
28381,0.420616736,0.420616736,0.420616736,nan,0.420616736,1
23651,0.013299533,0.013299533,0.013299533,nan,0.013299533,1
23650,0.013299536,0.013299536,0.013299536,nan,0.013299536,1
15007,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
42668,0.039595325,0.039595325,0.039595325,nan,0.039595325,1
15006,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15005,0.059648978,0.059648978,0.059648978,nan,0.059648978,1
15004,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15003,0.059648978,0.059648978,0.059648978,nan,0.059648978,1
15002,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15001,0.059648947,0.059648947,0.059648947,nan,0.059648947,1
15000,0.006571214,0.05539904,0.030985127,0.0345264868752,0.061970254,2
27727,0.034842368,0.034842368,0.034842368,nan,0.034842368,1
43462,0.163737476,0.163737476,0.163737476,nan,0.163737476,1
43463,0.163737476,0.163737476,0.163737476,nan,0.163737476,1
43460,0.163737433,0.163737433,0.163737433,nan,0.163737433,1
43461,0.163737433,0.163737433,0.163737433,nan,0.163737433,1
4729,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
4728,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
43464,0.014479112,0.083550011,0.0394002856667,0.0383405812627,0.118200857,3
43465,0.000489155,0.040786602,0.0206378785,0.0284945980382,0.041275757,2
4725,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
4724,0.023143098,0.023143098,0.023143098,nan,0.023143098,1
4727,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
4726,0.023143098,0.023143098,0.023143098,nan,0.023143098,1
4721,0.023143098,0.023143098,0.023143098,nan,0.023143098,1
4720,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
4723,0.023143086,0.023143086,0.023143086,nan,0.023143086,1
4722,0.023143098,0.023143098,0.023143098,nan,0.023143098,1
19705,0.007777547,0.007777547,0.007777547,nan,0.007777547,1
19706,0.045187966,0.045187966,0.045187966,nan,0.045187966,1
19707,0.045187954,0.045187954,0.045187954,nan,0.045187954,1
15009,0.059648962,0.059648962,0.059648962,nan,0.059648962,1
15008,0.059648978,0.059648978,0.059648978,nan,0.059648978,1
19708,0.028496854,0.028496854,0.028496854,nan,0.028496854,1
19709,0.000319015,0.000319015,0.000319015,nan,0.000319015,1
17621,0.04894916,0.04894916,0.04894916,nan,0.04894916,1
17620,0.024061813,0.034788828,0.0294253205,0.00758514504839,0.058850641,2
17623,0.04894916,0.04894916,0.04894916,nan,0.04894916,1
17622,0.04894916,0.04894916,0.04894916,nan,0.04894916,1
17625,0.04894916,0.04894916,0.04894916,nan,0.04894916,1
17624,0.048949173,0.048949173,0.048949173,nan,0.048949173,1
17627,0.010774985,0.064696334,0.0377356595,0.0381281515286,0.075471319,2
