category,min,max,mean,stddev,sum,count
54,0.0,93.35877473,16.569672438,24.2803751962,463.950828264,28
42,0.0,83.63887761,5.02586413846,13.5435499989,206.060429677,41
48,0.0,417.4941385,21.4506827209,68.314531421,836.576626116,39
43,0.0,63.93607826,12.7211599728,17.4984255935,457.961759021,36
49,0.0,170.868708,20.4028176783,37.6335840302,1040.54370159,51
52,0.0,219.3052679,18.098211748,40.791235431,814.419528658,45
53,0.0,115.5357467,18.2991006514,22.8192581567,841.758629964,46
24,0.0,94.09110945,16.9599645686,27.7246721574,440.959078783,26
25,0.0,81.58373597,12.8444383545,18.0495608643,616.533041015,48
26,0.0,96.49160311,15.6775258842,27.8572168654,486.003302409,31
27,0.0,28.2188245,6.13261578178,7.91026713211,226.906783926,37
20,0.0,43.24639115,7.59539943609,11.9149908712,250.648181391,33
21,0.0,35.59660799,7.44414863756,10.6457652434,238.212756402,32
22,0.0,27.57676803,7.18263040121,10.0247490002,136.469977623,19
23,0.0,80.61799689,9.39693473305,16.3113006867,394.671258788,42
46,0.0,84.7427944,8.05494014871,19.6925710585,225.538324164,28
47,0.0,81.19592524,16.4270084245,21.5060087477,427.102219037,26
44,0.0,38.38097363,6.88842422,10.1067544923,234.20642348,34
45,0.0,263.442465,32.578329383,55.4757270099,2769.15799756,85
28,0.0,32.44561628,6.66812222163,8.32746208117,126.694322211,19
29,0.0,131.8970718,21.9854382484,34.0771890148,1011.33015943,46
40,0.0,39.81546483,6.68154723861,11.2857369823,220.491058874,33
41,0.0,47.1736615,8.42408691394,14.1678448413,261.146694332,31
1,0.0,7.458561624,0.894793294238,1.77822092942,18.790659179,21
3,0.0,25.3110849,4.9474921798,6.03248910032,227.584640271,46
2,0.0,52.60066776,7.02273879705,14.2672693045,154.500253535,22
5,0.0,55.56500961,7.88284590806,11.541501845,402.025141311,51
4,0.0,41.58686546,9.18667734036,12.4740165349,303.160352232,33
7,0.0,58.82799033,8.09277920684,13.2271638491,307.52560986,38
6,0.0,121.1680127,18.8407828192,28.5955890201,678.26818149,36
9,0.0,93.24442821,7.83099574749,16.966346973,289.746842657,37
8,0.0,54.81339516,6.81377989368,13.6301805858,149.903157661,22
51,0.0,214.0404397,26.8022284302,42.0147297221,1232.90250779,46
39,0.0,97.66768261,15.3397275326,19.1955164386,874.36446936,57
38,0.0,305.5720652,41.5964132421,52.6259504676,4159.64132421,100
11,0.0,37.104971,9.96783933625,11.1480095639,159.48542938,16
10,0.0,53.38378866,8.08508501462,15.111989952,105.10610519,13
13,0.0,49.30115481,6.54654716927,11.8593786275,294.594622617,45
12,0.0,160.8828437,19.9812357976,40.1894821628,579.455838131,29
15,0.0,47.13376917,8.15155018721,12.3488086896,277.152706365,34
14,0.0,28.79129954,6.46643196427,8.87772684625,284.523006428,44
17,0.0,24.18883357,6.14425199125,9.22874648571,49.15401593,8
16,0.0,49.23937487,14.4026213788,23.557373373,57.610485515,4
19,0.0,27.14037788,5.1981379438,7.7364712449,103.962758876,20
18,0.336969732,49.37051344,22.7308404327,20.4604687721,136.385042596,6
31,0.0,143.6090613,14.8249380372,27.094424726,548.522707375,37
30,0.0,100.4363807,12.7892831245,20.9274326644,511.571324982,40
37,0.0,172.4994056,23.3565573851,38.1251721508,700.696721553,30
36,0.0,72.86704196,18.3247199635,19.2877272316,604.715758797,33
35,0.0,101.6762665,12.0927958213,20.3026582842,701.382157636,58
34,0.0,32.18457803,4.93267032552,7.52499369081,133.182098789,27
33,0.0,58.82072297,9.73242782108,14.2450777681,243.310695527,25
32,0.0,169.5972389,18.9144542766,31.1657321559,1191.61061943,63
50,0.0,84.85462927,19.4540587228,26.4433563109,680.892055299,35
