"cn","prev_plt_cn","state","county","fips","measyr","invyr","remper","plot_status_cd","lat","lon","elev","slope","aspect","nconds","max_condprop","reservcd","owncd","owngrpcd","fortypcd","stdage","stdszcd","dominant_species","dominant_conifer","dominant_hardwood","tpa","wp_tpa","conifer_tpa","ba","wp_ba","conifer_ba","qmd","netbdft","wp_netbdft","grosscuft","wp_grosscuft","netcuft","wp_netcuft","sward","wp_sward","conifer_sward","prop_conifer","prop_wp_conifer","LC"
168998772010661,74339299010538,44,7,44007,2011,2010,5,1,41.934569,-71.594179,563,0,0,1,1,0,46,40,505,83,1,833,129,833,198.595518,24.072184,24.072184,143.079933,9.258154,9.258154,11.4932,11357.156807,399.656497,3747.371732,169.090603,3357.315318,162.808365,0.834004,0.040523,0.040523,0.0647061667270979,1,"Deciduous"
168998798010661,74339584010538,44,7,44007,2011,2010,5,1,41.975304,-71.386422,209,-9999,-9999,2,0.803269,-9999,-9999,-9999,-9999,-9999,-9999,129,129,316,30.09023,12.036092,12.036092,33.3285,26.919413,26.919413,14.250544,3874.370665,3874.370665,953.845896,823.847165,860.788333,741.462445,0.126982,0.08407,0.08407,0.807699506428432,1,"White Pine"
168998760010661,62271626010538,44,9,44009,2011,2010,6,1,41.556682,-71.516627,296,0,0,2,0.528241,0,32,30,519,70,1,316,0,316,1052.783264,0,0,70.13815,0,0,3.494974,1564.258631,0,756.918851,0,633.510152,0,0.538484,0,0,0,NA,"Deciduous"
168998768010661,74340533010538,44,9,44009,2011,2010,4,1,41.419907,-71.796348,85,5,195,3,0.621346,0,46,40,520,79,1,316,0,316,183.29011,0,0,72.771639,0,0,8.531941,5125.842311,0,1989.388782,0,1717.359057,0,0.360705,0,0,0,NA,"Deciduous"
168998806010661,74340611010538,44,9,44009,2011,2010,5,1,41.510036,-71.647776,226,5,320,1,1,0,46,40,515,81,1,316,129,316,543.331698,167.984702,167.984702,114.132886,7.193885,7.193885,6.205963,6392.517835,0,2575.487714,31.385632,2240.784247,30.075895,0.68875,0.046256,0.046256,0.0630307815049906,1,"Deciduous"
168998788010661,74340397010538,44,9,44009,2011,2010,5,1,41.555185,-71.693898,265,5,345,1,1,0,31,30,103,72,1,129,129,531,726.101222,558.11652,558.11652,196.25441,188.154087,188.154087,7.039591,25575.135159,25575.135159,5678.467554,5566.408889,5190.094178,5084.965011,0.689713,0.620205,0.620205,0.958725396285362,1,"White Pine"
221354510010661,74338406010538,44,3,44003,2012,2011,5,1,41.689285,-71.736001,488,22,285,1,1,0,46,40,503,59,2,129,129,316,522.52883,42.126322,42.126322,108.378928,27.724898,27.724898,6.166711,4264.806938,2869.264528,2179.705232,733.085553,1922.463092,674.188761,0.664486,0.101336,0.101336,0.255814469764824,1,"Mixed"
221354506010661,122556709010661,44,3,44003,2011,2011,-9999,1,41.654999,-71.581914,369,-9999,-9999,2,0.673528,-9999,-9999,-9999,-9999,-9999,-9999,806,126,806,414.204002,0,305.879174,42.810151,0,3.854415,4.353139,256.678466,0,760.167434,0,700.895392,0,0.324681,0,0.041569,0.0900350713549223,0,"Deciduous"
221354522010661,74338931010538,44,5,44005,2011,2011,-9999,1,41.649304,-71.190853,324,10,120,3,0.445154,0,46,40,503,81,1,316,0,316,153.19988,0,0,62.592327,0,0,8.655011,3713.040103,0,1466.580785,0,1258.59457,0,0.358797,0,0,0,NA,"Deciduous"
221354534010661,74338816010538,44,5,44005,2011,2011,4,1,41.551827,-71.180954,178,0,0,2,0.840823,0,46,40,503,78,1,316,0,316,336.48999,0,0,114.39792,0,0,7.89513,4995.707633,0,2497.399963,0,2232.447447,0,0.702864,0,0,0,NA,"Deciduous"
221354508010661,74339045010538,44,7,44007,2012,2011,5,1,41.762608,-71.72096,739,0,0,1,1,0,46,40,519,68,2,316,0,316,210.63161,0,0,102.844743,0,0,9.461622,3785.924923,0,2434.749113,0,2129.613497,0,0.583749,0,0,0,NA,"Deciduous"
221354498010661,74339029010538,44,7,44007,2012,2011,-9999,1,41.952991,-71.546407,421,14,280,1,1,0,32,30,801,83,1,833,129,833,273.5608,87.001374,87.001374,213.172861,43.463345,43.463345,11.952956,22481.212485,6328.744638,6198.392064,1288.202959,5299.216584,1167.867826,1.037031,0.137746,0.137746,0.203887796955542,1,"Deciduous"
221354542010661,122556745010661,44,7,44007,2011,2011,4,1,41.745184,-71.586035,461,16,135,1,1,0,32,30,103,79,1,129,129,837,1625.684606,1577.540238,1577.540238,160.776615,115.605779,115.605779,4.258235,16049.325068,11906.971399,3940.013573,2701.946781,3577.6446,2469.847874,0.748091,0.491561,0.491561,0.719045981904769,1,"White Pine"
221354500010661,122556705010661,44,7,44007,2012,2011,4,1,41.895317,-71.595532,529,5,33,1,1,0,46,40,503,82,1,372,0,372,486.420554,0,0,101.824934,0,0,6.19523,4910.281284,0,2341.077992,0,2063.037382,0,0.712628,0,0,0,NA,"Deciduous"
221354576010661,74339897010538,44,7,44007,2012,2011,-9999,1,41.944524,-71.435694,223,8,95,2,0.698972,0,46,40,505,73,1,833,0,833,192.056886,0,0,44.207693,0,0,6.496363,4541.152246,0,1263.482348,0,1073.71516,0,0.252027,0,0,0,NA,"Deciduous"
221354504010661,74339673010538,44,7,44007,2012,2011,5,1,41.746162,-71.501231,290,5,100,2,0.75,0,46,40,520,38,2,316,0,316,246.2193,0,0,32.401432,0,0,4.911989,606.845466,0,414.718005,0,355.739235,0,0.221974,0,0,0,NA,"Deciduous"
221354574010661,122556787010661,44,7,44007,2011,2011,-9999,1,41.893565,-71.469828,429,10,345,2,0.5,0,46,40,503,49,1,316,0,316,270.291484,0,0,53.889618,0,0,6.046063,1856.19409,0,1145.042991,0,1031.809519,0,0.33749,0,0,0,NA,"Deciduous"
221354502010661,74339411010538,44,7,44007,2012,2011,6,1,41.822718,-71.628972,474,10,45,1,1,0,46,40,503,94,1,541,0,541,90.27069,0,0,127.228225,0,0,16.075136,13078.234601,0,4145.652702,0,3322.926157,0,0.6252,0,0,0,NA,"Deciduous"
221354518010661,122556673010661,44,7,44007,2011,2011,4,1,41.786226,-71.484776,250,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,833,0,833,87.001374,0,0,15.537162,0,0,5.722148,1519.516041,0,413.315668,0,361.675959,0,0.087499,0,0,0,NA,"Deciduous"
221354488010661,122556721010661,44,7,44007,2012,2011,4,1,41.999029,-71.716097,570,0,0,1,1,0,46,40,503,86,1,316,129,316,666.441348,186.03884,186.03884,145.489176,37.345884,37.345884,6.326604,8018.36557,4076.669875,3001.385016,968.682967,2692.803262,895.21406,0.837656,0.141946,0.141946,0.256691838023744,1,"Mixed"
221354554010661,122556763010661,44,7,44007,2012,2011,4,1,41.985843,-71.56406,390,9,335,1,1,0,46,40,503,62,1,837,126,837,255.506662,18.054138,36.108276,153.110642,4.483013,23.269785,10.481849,14679.4376,0,4307.529455,69.961506,3745.144591,67.966873,0.798724,0.021569,0.11056,0.15198019351261,0.192653821253613,"Deciduous"
221354490010661,74339753010538,44,7,44007,2012,2011,5,1,41.910812,-71.795586,735,6,336,1,1,0,46,40,503,35,1,261,261,806,957.015114,80.983328,396.149864,62.284349,12.18986,35.305764,3.45435,2874.582386,1592.400958,1140.223192,339.524681,1058.363822,315.757955,0.396451,0.043017,0.177839,0.566848085704484,0.345265435978103,"Mixed"
221354578010661,NA,44,7,44007,2012,2011,-9999,1,41.996125,-71.740405,657,-9999,-9999,2,0.76365,-9999,-9999,-9999,-9999,-9999,-9999,746,0,746,248.96803,0,0,21.523202,0,0,3.981236,1420.851369,0,513.712726,0,463.565299,0,0.125841,0,0,0,NA,"Deciduous"
221354520010661,74340956010538,44,9,44009,2012,2011,5,1,41.630932,-71.408647,37,-9999,-9999,2,0.547467,-9999,-9999,-9999,-9999,-9999,-9999,316,0,316,195.326202,0,0,44.153941,0,0,6.437849,0,0,628.742716,0,482.079553,0,0.281428,0,0,0,NA,"Deciduous"
221354562010661,74341101010538,44,9,44009,2012,2011,-9999,1,41.47672,-71.775317,348,0,0,2,0.709114,0,46,40,903,43,3,379,0,379,479.881922,0,0,13.179393,0,0,2.243969,0,0,81.981801,0,76.672945,0,0.11867,0,0,0,NA,"Deciduous"
221354532010661,74340824010538,44,9,44009,2012,2011,-9999,1,41.594428,-71.647959,467,3,0,1,1,0,46,40,503,67,1,837,129,837,660.423302,24.072184,24.072184,165.833579,11.846603,11.846603,6.78518,11035.910009,0,4157.626832,220.376993,3401.858084,119.005849,0.973178,0.048241,0.048241,0.071436696183226,1,"Deciduous"
221354536010661,74341021010538,44,9,44009,2012,2011,-9999,1,41.574606,-71.544886,276,0,0,1,1,0,46,40,171,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Deciduous"
221354556010661,122556767010661,44,9,44009,2011,2011,4,1,41.520032,-71.589851,185,0,0,1,1,0,46,40,103,75,1,129,129,806,162.487242,108.324828,108.324828,184.558143,140.95856,140.95856,14.430895,21466.171378,17839.185782,5190.781192,4017.315566,4741.924305,3722.90891,0.733779,0.472367,0.472367,0.763762344531176,1,"White Pine"
221354564010661,122556777010661,44,9,44009,2011,2011,-9999,1,41.369247,-71.659663,49,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Deciduous"
221354514010661,122556691010661,44,9,44009,2011,2011,4,1,41.421442,-71.57234,123,3,0,2,0.75,0,46,40,504,102,1,316,0,316,426.240094,0,0,106.938515,0,0,6.782288,4658.884195,0,2519.029115,0,1973.774444,0,0.630424,0,0,0,NA,"Deciduous"
221354560010661,74341085010538,44,9,44009,2012,2011,-9999,1,41.463654,-71.633011,311,12,110,1,1,0,46,40,503,64,2,837,126,837,534.564922,99.037466,111.073558,114.079102,7.466303,16.42478,6.25517,3834.820006,0,2234.594446,102.56882,2034.590296,99.793923,0.747999,0.039445,0.085066,0.143977115107375,0.454575525516932,"Deciduous"
247064086010661,122556669010661,44,1,44001,2012,2012,4,1,41.751711,-71.297658,47,0,0,1,1,1,32,30,809,48,1,316,129,316,294.363668,6.018046,6.018046,134.197625,1.996973,1.996973,9.142535,9492.517099,0,3615.924536,23.703735,2962.132805,18.01484,0.695908,0.009134,0.009134,0.0148808371236078,1,"Deciduous"
247064099010661,122556747010661,44,1,44001,2012,2012,4,1,41.67191,-71.241663,70,8,142,2,0.795798,0,46,40,515,48,1,837,68,837,120.36092,0,30.09023,79.596293,0,8.124107,11.011335,6072.790197,0,2029.758816,0,1801.662541,0,0.455651,0,0.047958,0.102066398996747,0,"Deciduous"
247064100010661,122556749010661,44,3,44003,2013,2012,5,1,41.711915,-71.742846,562,8,40,1,1,0,46,40,510,68,2,806,129,806,1023.21362,548.829158,548.829158,113.502977,23.349443,23.349443,4.509795,1408.857144,0,1578.399149,56.365139,1451.158694,51.229519,0.814258,0.150408,0.150408,0.205716569002415,1,"Deciduous"
247064078010661,122556717010661,44,3,44003,2012,2012,4,1,41.625685,-71.731116,515,0,0,1,1,1,31,30,510,66,2,806,129,806,168.505288,6.018046,6.018046,60.837749,1.946096,1.946096,8.136097,567.409559,0,1189.483065,28.266569,1070.810598,27.418573,0.436666,0.008948,0.008948,0.0319882972658965,1,"Deciduous"
247064110010661,122556779010661,44,3,44003,2013,2012,5,1,41.612676,-71.643285,534,0,0,2,0.75,0,32,30,515,77,1,316,129,316,144.433104,30.09023,30.09023,127.390372,42.234788,42.234788,12.716607,11578.249742,5020.930498,3555.370722,1226.113015,3006.122446,1095.734028,0.598518,0.13254,0.13254,0.331538304951335,1,"Mixed"
247064102010661,122556753010661,44,7,44007,2013,2012,5,1,41.941804,-71.775377,649,10,195,1,1,0,31,30,503,69,1,129,129,372,591.476066,147.181834,147.181834,111.625043,29.100882,29.100882,5.882319,6446.806249,1458.197515,2404.50133,552.85657,2140.279358,529.82097,0.694183,0.13358,0.13358,0.260702089942308,1,"Mixed"
247064112010661,122556789010661,44,7,44007,2013,2012,5,1,41.927464,-71.410112,362,6,110,1,1,0,32,30,510,93,1,806,0,806,450.312278,0,0,142.434622,0,0,7.615303,12570.873592,0,3555.502794,0,3116.42129,0,0.887206,0,0,0,NA,"Deciduous"
247064098010661,122556743010661,44,7,44007,2013,2012,5,1,41.788619,-71.69624,462,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,316,68,316,141.163788,0,6.018046,28.961861,0,1.386787,6.133211,461.006811,0,447.244256,0,379.329445,0,0.190793,0,0.008492,0.0478832144108419,0,"Deciduous"
247064105010661,122556761010661,44,7,44007,2013,2012,5,1,42.00589,-71.55456,410,17,65,1,1,1,32,30,510,57,2,806,129,806,753.442722,74.965282,74.965282,102.848852,1.046713,1.046713,5.002774,2000.154639,0,2067.67951,0,1922.114033,0,0.743782,0.009022,0.009022,0.0101771967274851,1,"Deciduous"
247064074010661,122556707010661,44,7,44007,2013,2012,6,1,41.855941,-71.561511,379,8,203,2,0.5,0,46,40,903,60,3,316,129,316,884.798562,311.89722,317.915266,74.453159,12.793131,13.822471,3.927857,265.531012,0,1112.861315,118.696708,803.088295,91.446514,0.47761,0.075348,0.082038,0.185653250790876,0.925531404623674,"Deciduous"
247064093010661,122556733010661,44,7,44007,2013,2012,5,1,41.866064,-71.759883,810,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,129,129,316,111.073558,93.01942,93.01942,22.159839,13.045452,13.045452,6.048035,1010.213189,1010.213189,482.3973,261.255678,413.738454,247.400974,0.108016,0.057608,0.057608,0.588697959403044,1,"Mixed"
247064072010661,122556701010661,44,7,44007,2013,2012,6,1,41.994467,-71.459048,NA,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,806,0,806,105.055512,0,0,15.805333,0,0,5.252048,0,0,172.587449,0,157.681778,0,0.132263,0,0,0,NA,"Deciduous"
247064075010661,122556711010661,44,7,44007,2013,2012,5,1,41.779607,-71.644914,429,20,12,1,1,0,32,30,505,87,1,833,0,833,570.152612,0,0,88.473569,0,0,5.333933,5076.607534,0,1798.134329,0,1598.199092,0,0.602942,0,0,0,NA,"Deciduous"
247064104010661,122556757010661,44,7,44007,2013,2012,6,1,41.883906,-71.647548,626,0,0,1,1,0,46,40,809,63,1,316,0,316,261.524708,0,0,165.77199,0,0,10.780416,13461.855521,0,4929.511878,0,3760.187088,0,0.833804,0,0,0,NA,"Deciduous"
247064094010661,122556735010661,44,7,44007,2013,2012,-9999,1,41.92171,-71.71181,585,0,0,1,1,0,46,40,104,63,1,129,129,806,567.403882,90.27069,525.27756,167.424339,82.975129,135.610308,7.355284,11640.114671,9068.341331,3788.318806,2243.558108,3466.62784,2091.755696,0.768654,0.297559,0.577437,0.809979652958343,0.611864468296908,"White Pine"
247064079010661,122556683010661,44,9,44009,2013,2012,5,1,41.53027,-71.452351,76,0,0,1,1,0,46,40,608,76,1,316,0,316,237.452524,0,0,119.701153,0,0,9.613844,5179.144867,0,3013.03209,0,2272.122162,0,0.672549,0,0,0,NA,"Deciduous"
247064081010661,122556687010661,44,9,44009,2013,2012,5,1,41.553106,-71.619447,427,-9999,-9999,2,0.5,-9999,-9999,-9999,-9999,-9999,-9999,806,129,806,189.308156,93.01942,93.01942,63.934304,9.813525,9.813525,7.868983,2426.540251,148.646747,1339.216701,77.737291,1169.305423,73.50927,0.408899,0.053773,0.053773,0.153493889602677,1,"Deciduous"
247064106010661,122556765010661,44,9,44009,2013,2012,5,1,41.561751,-71.71496,142,0,0,2,0.75,0,31,30,999,0,5,126,126,316,105.055512,0,18.054138,18.395842,0,14.287676,5.666132,710.306822,0,322.390816,0,281.86429,0,0.100277,0,0.063951,0.776679643149794,0,"Evergreen"
247064113010661,122556791010661,44,9,44009,2013,2012,6,1,41.467834,-71.543214,133,0,0,2,0.75,0,31,30,708,73,1,316,0,316,201.344248,0,0,82.291178,0,0,8.65652,3172.498658,0,2113.210903,0,1731.949671,0,0.465977,0,0,0,NA,"Deciduous"
247064107010661,122556771010661,44,9,44009,2012,2012,-9999,1,41.492901,-71.722707,148,-9999,-9999,2,0.785364,-9999,-9999,-9999,-9999,-9999,-9999,316,0,316,6.018046,0,0,1.104177,0,0,5.8,0,0,11.864168,0,11.270958,0,0.007772,0,0,0,NA,"Deciduous"
247064069010661,122556729010661,44,9,44009,2013,2012,5,1,41.564017,-71.76525,458,10,179,1,1,0,31,30,510,79,1,806,0,806,624.315026,0,0,102.152251,0,0,5.477197,4860.229406,0,2088.004672,0,1900.89353,0,0.717296,0,0,0,NA,"Deciduous"
247064071010661,122556725010661,44,9,44009,2013,2012,5,1,41.395909,-71.722717,84,0,0,1,1,0,32,30,510,66,2,806,126,806,558.11652,0,12.036092,54.815989,0,6.055908,4.243532,346.065099,0,743.728101,0,609.48545,0,0.420139,0,0.033582,0.110477036180082,0,"Deciduous"
14527735020004,120044499010661,44,1,44001,2013,2013,4,1,41.747221,-71.257473,48,0,0,2,0.666936,0,46,40,503,70,2,372,129,372,420.222048,74.965282,74.965282,84.310268,0.408872,0.408872,6.065088,1263.478395,0,1558.244869,0,1231.783164,0,0.568167,0.004253,0.004253,0.00484961096316287,1,"Deciduous"
14527754020004,120044511010661,44,3,44003,2014,2013,5,1,41.662584,-71.581168,324,0,0,1,1,0,46,40,608,89,1,316,0,316,216.649656,0,0,142.693602,0,0,10.989035,8911.501628,0,3863.520032,0,3240.363814,0,0.782762,0,0,0,NA,"Deciduous"
14527776020004,120044549010661,44,3,44003,2014,2013,6,1,41.631276,-71.538632,311,8,285,2,0.75,0,32,30,510,79,2,806,129,806,213.38034,80.983328,80.983328,67.792061,4.403609,4.403609,7.632179,2010.007125,0,1452.741777,34.266423,1328.221827,33.238432,0.447734,0.026584,0.026584,0.0649575914206237,1,"Deciduous"
14527747020004,120044529010661,44,3,44003,2013,2013,4,1,41.715297,-71.642394,317,-9999,-9999,3,0.530604,-9999,-9999,-9999,-9999,-9999,-9999,316,129,316,141.163788,6.018046,6.018046,38.389458,2.54184,2.54184,7.061235,309.492874,0,925.082964,44.39524,740.727828,43.06338,0.218766,0.011079,0.011079,0.066211927243151,1,"Deciduous"
14527750020004,120044491010661,44,5,44005,2014,2013,6,1,41.598184,-71.588627,159,14,283,1,1,0,46,40,503,86,1,837,0,837,357.292858,0,0,78.563389,0,0,6.349423,5242.273237,0,1863.173676,0,1631.408343,0,0.500617,0,0,0,NA,"Deciduous"
14527761020004,120044555010661,44,5,44005,2014,2013,6,1,41.532743,-71.12814,150,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,837,0,837,135.145742,0,0,46.341521,0,0,7.929034,3792.4567,0,1176.332376,0,969.943681,0,0.266063,0,0,0,NA,"Deciduous"
14527766020004,120044565010661,44,5,44005,2014,2013,6,1,41.665928,-71.178399,257,0,0,1,1,0,46,40,608,88,2,316,261,316,276.830116,6.018046,42.126322,104.619174,2.316016,23.577012,8.324062,2463.191915,0,2118.017673,50.087096,1871.871991,48.58448,0.59195,0.010284,0.099178,0.225360334043547,0.0982319557711554,"Deciduous"
14527744020004,120044523010661,44,7,44007,2014,2013,5,1,41.88275,-71.520068,464,14,125,1,1,0,46,40,962,30,2,372,0,372,1221.288552,0,0,137.828829,0,0,4.548804,289.918758,0,1483.925275,0,1253.126465,0,1.109695,0,0,0,NA,"Deciduous"
14527765020004,120044563010661,44,7,44007,2014,2013,5,1,41.752441,-71.685752,558,15,45,1,1,0,46,40,505,80,1,833,129,833,1074.106718,491.918014,491.918014,114.476017,23.702127,23.702127,4.420484,5433.82672,0,1953.112524,133.518156,1747.684659,130.172285,0.747825,0.144614,0.144614,0.207048844126015,1,"Deciduous"
14527769020004,120044571010661,44,7,44007,2014,2013,5,1,41.913501,-71.731553,677,2,0,1,1,0,46,40,520,82,1,261,261,316,744.15536,0,60.18046,160.344076,0,55.54761,6.285372,11170.523521,0,3985.431934,0,3329.822844,0,0.806554,0,0.220226,0.346427578652797,0,"Mixed"
14527774020004,120044545010661,44,7,44007,2013,2013,-9999,1,41.965129,-71.526766,553,9,290,1,1,0,46,40,503,69,2,833,0,833,411.455272,0,0,82.22817,0,0,6.053204,1221.333549,0,1434.686971,0,1299.846115,0,0.581143,0,0,0,NA,"Deciduous"
14527775020004,120044547010661,44,7,44007,2013,2013,5,1,41.831114,-71.660792,672,5,62,2,0.75,0,46,40,503,77,1,316,0,316,288.345622,0,0,81.60306,0,0,7.203322,5974.981001,0,2034.30495,0,1777.259184,0,0.488395,0,0,0,NA,"Deciduous"
14527768020004,120044569010661,44,7,44007,2014,2013,5,1,41.901269,-71.561761,420,15,126,1,1,0,46,40,503,87,1,837,0,837,312.417806,0,0,129.069907,0,0,8.703239,11026.595331,0,3574.526524,0,3035.84055,0,0.757703,0,0,0,NA,"Deciduous"
14527745020004,120044525010661,44,7,44007,2013,2013,4,1,41.776092,-71.565575,411,0,0,1,1,0,32,30,103,72,1,129,129,837,318.435852,237.452524,237.452524,178.871279,174.329516,174.329516,10.148355,18709.217461,18709.217461,4608.184781,4537.299168,4287.812297,4221.888677,0.672856,0.63739,0.63739,0.974608763210107,1,"White Pine"
14527773020004,120044581010661,44,7,44007,2014,2013,6,1,41.962474,-71.670141,367,5,224,2,0.75,0,46,40,503,83,1,837,0,837,276.30953,0,0,85.338676,0,0,7.525084,6414.427681,0,2189.045354,0,1934.44998,0,0.517608,0,0,0,NA,"Deciduous"
14527764020004,120044561010661,44,7,44007,2013,2013,4,1,41.735744,-71.526784,252,13,335,1,1,0,46,40,504,68,1,802,0,802,243.47057,0,0,133.790847,0,0,10.037516,8585.554441,0,3534.480514,0,2862.815078,0,0.768868,0,0,0,NA,"Deciduous"
14527780020004,120044585010661,44,7,44007,2013,2013,4,1,41.876154,-71.44904,211,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,316,0,316,30.09023,0,0,20.992829,0,0,11.309907,1294.970378,0,515.787934,0,394.347389,0,0.110949,0,0,0,NA,"Deciduous"
14527742020004,120044519010661,44,7,44007,2013,2013,5,1,41.960362,-71.505201,459,-9999,-9999,2,0.783034,-9999,-9999,-9999,-9999,-9999,-9999,837,0,837,54.162414,0,0,58.085183,0,0,14.022323,5088.701634,0,1687.12307,0,1420.754231,0,0.312571,0,0,0,NA,"Deciduous"
14527763020004,120044559010661,44,9,44009,2014,2013,5,1,41.573666,-71.621399,420,0,0,1,1,0,46,40,409,75,1,316,129,316,447.563548,87.001374,105.055512,133.327059,26.528122,47.644695,7.390403,8303.046142,3446.850464,2946.379805,747.759572,2511.033894,678.925017,0.724472,0.090136,0.186026,0.357352028593086,0.556790677325146,"Mixed"
14527756020004,120044515010661,44,9,44009,2013,2013,4,1,41.351901,-71.720796,96,-9999,-9999,2,0.890231,-9999,-9999,-9999,-9999,-9999,-9999,837,0,837,123.10965,0,0,29.443196,0,0,6.621902,566.013746,0,628.875606,0,509.855922,0,0.183917,0,0,0,NA,"Deciduous"
14527755020004,120044513010661,44,9,44009,2013,2013,5,1,41.591506,-71.570383,285,0,0,1,1,0,46,40,401,102,1,129,129,833,168.505288,78.234598,78.234598,186.397235,97.781085,97.781085,14.241288,21060.141734,12433.668071,5369.040638,2822.233961,4769.202615,2590.086134,0.797671,0.316771,0.316771,0.524584417789245,1,"Mixed"
14527753020004,120044509010661,44,9,44009,2013,2013,4,1,41.466407,-71.459648,70,-9999,-9999,2,0.774849,-9999,-9999,-9999,-9999,-9999,-9999,837,129,837,117.091604,6.018046,6.018046,46.466298,10.052151,10.052151,8.529871,0,0,1191.441529,218.648472,563.230321,161.799867,0.225156,0.03328,0.03328,0.21633208223302,1,"Deciduous"
14527779020004,120044583010661,44,9,44009,2014,2013,5,1,41.595304,-71.496326,264,0,0,1,1,0,46,40,608,94,1,316,129,316,156.469196,24.072184,24.072184,91.770802,10.873063,10.873063,10.36989,1143.640353,625.581454,2237.312707,225.156778,1682.374621,215.57928,0.475159,0.045773,0.045773,0.118480636139586,1,"Deciduous"
14527734020004,120044537010661,44,9,44009,2013,2013,4,1,41.565679,-71.745596,191,15,225,2,0.840823,0,31,30,167,47,2,126,126,316,204.613564,48.144368,132.397012,86.732418,17.508959,52.149409,8.815761,1908.908508,781.883975,1747.022716,313.853466,1432.865116,295.069628,0.484237,0.075596,0.273848,0.60126778663083,0.335746067611236,"Mixed"
14527781020004,120044587010661,44,9,44009,2013,2013,4,1,41.631456,-71.440282,123,0,0,2,0.654099,0,46,40,503,31,1,409,129,409,96.288736,6.018046,6.018046,48.77681,3.828515,3.828515,9.637297,528.19268,0,1138.574578,64.983571,876.300388,51.986854,0.291616,0.015375,0.015375,0.0784904752893845,1,"Deciduous"
14527770020004,120044575010661,44,9,44009,2013,2013,5,1,41.440879,-71.747625,249,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,316,68,316,24.072184,0,6.018046,8.81668,0,1.996973,8.194663,0,0,145.748799,0,112.762391,0,0.05264,0,0.011369,0.22649943062468,0,"Deciduous"
14527772020004,120044579010661,44,9,44009,2013,2013,4,1,41.591866,-71.447713,31,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,837,0,837,12.036092,0,0,28.262545,0,0,20.749096,3091.606948,0,915.919436,0,734.447257,0,0.132817,0,0,0,NA,"Deciduous"
14527740020004,120044535010661,44,9,44009,2013,2013,4,1,41.513727,-71.789592,426,12,147,1,1,0,46,40,502,74,2,832,0,832,390.652404,0,0,103.956883,0,0,6.98502,1151.846584,0,1759.942383,0,1590.760438,0,0.732179,0,0,0,NA,"Deciduous"
168263219020004,145006127010661,44,3,44003,2014,2014,4,1,41.691796,-71.679643,485,0,0,3,0.75,0,46,40,505,77,1,833,129,833,738.6579,74.965282,74.965282,175.580834,0.919962,0.919962,6.60166,8594.090492,0,3611.524905,0,3240.934884,0,1.135426,0.008137,0.008137,0.00523953542674253,1,"Deciduous"
168263192020004,145006113010661,44,3,44003,2014,2014,4,1,41.682823,-71.660629,481,15,27,1,1,0,46,40,503,78,1,833,129,833,324.453898,74.965282,74.965282,128.418967,0.588776,0.588776,8.518721,9136.420471,0,3280.679751,0,2905.772438,0,0.756187,0.005694,0.005694,0.00458480560741467,1,"Deciduous"
168263198020004,145006093010661,44,3,44003,2014,2014,5,1,41.605377,-71.688004,492,9,324,1,1,0,31,30,401,93,1,129,129,806,543.331698,36.108276,36.108276,161.222537,59.966618,59.966618,7.375928,11880.810146,7701.891425,3834.354378,1752.261148,3340.641304,1602.559365,0.877005,0.19591,0.19591,0.371949350976905,1,"Mixed"
168263193020004,145006071010661,44,5,44005,2015,2014,-9999,1,41.548215,-71.183928,50,-9999,-9999,2,0.649795,-9999,-9999,-9999,-9999,-9999,-9999,316,0,316,30.09023,0,0,16.572837,0,0,10.04898,0,0,360.777808,0,283.057542,0,0.090318,0,0,0,NA,"Deciduous"
168263225020004,145006159010661,44,7,44007,2014,2014,5,1,41.84889,-71.744896,602,0,0,3,0.723665,0,46,40,401,65,1,129,129,837,285.596892,171.254018,177.272064,131.032492,66.020925,67.202566,9.171684,10310.466621,5949.354248,3294.464813,1589.333,2927.884159,1465.734263,0.632471,0.252619,0.259944,0.512869479731791,0.982416727956489,"Mixed"
168263190020004,145006109010661,44,7,44007,2014,2014,-9999,1,42.012319,-71.421049,453,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,261,261,802,24.072184,0,12.036092,38.695446,0,27.776759,17.167557,4364.568158,0,1079.437172,0,968.94823,0,0.150269,0,0.086408,0.717830180843503,0,"Evergreen"
