"cn","prev_plt_cn","state","county","fips","measyr","invyr","remper","plot_status_cd","lat","lon","elev","slope","aspect","nconds","max_condprop","reservcd","owncd","owngrpcd","fortypcd","stdage","stdszcd","dominant_species","dominant_conifer","dominant_hardwood","tpa","wp_tpa","conifer_tpa","ba","wp_ba","conifer_ba","qmd","netbdft","wp_netbdft","grosscuft","wp_grosscuft","netcuft","wp_netcuft","sward","wp_sward","conifer_sward","prop_conifer","prop_wp_conifer","LC"
222468972010661,73594229010538,50,17,50017,2012,2011,6,1,44.04979,-72.243436,962,19,296,3,0.641317,0,46,40,121,64,2,12,12,316,1122.251086,12.036092,648.38721,118.32397,10.867483,81.034586,4.396708,2825.84323,1099.583646,1487.810435,270.871757,1443.074099,255.795854,0.682595,0.040657,0.398666,0.684853508549451,0.134109193820031,"Evergreen"
222468714010661,73594497010538,50,17,50017,2011,2011,5,1,43.882014,-72.206982,1043,39,320,1,1,0,46,40,103,68,1,129,129,660,177.272064,48.144368,72.216552,106.955037,50.218411,91.480643,10.517603,9766.680047,5592.913267,2646.316529,1365.796545,2454.266346,1279.184008,0.432481,0.17986,0.326869,0.855318698080577,0.548951224577641,"White Pine"
222468980010661,73595047010538,50,17,50017,2012,2011,5,1,43.984195,-72.486407,1329,12,85,2,0.75,0,46,40,103,15,3,318,129,318,102.306782,24.072184,24.072184,22.848333,4.477433,4.477433,6.398989,0,0,361.94443,43.821299,321.494645,36.194051,0.141117,0.02283,0.02283,0.195963224100419,1,"Deciduous"
222469038010661,73594924010538,50,17,50017,2012,2011,5,1,43.900353,-72.363309,1636,34,248,1,1,0,46,40,801,97,1,318,261,318,249.488616,0,171.254018,130.406115,0,41.950143,9.789487,11665.971471,0,3564.478403,0,2999.645205,0,0.654222,0,0.205176,0.321688465299346,0,"Mixed"
222468974010661,122566872010661,50,17,50017,2011,2011,3,1,43.974771,-72.286033,1756,15,300,1,1,0,46,40,805,76,1,541,97,541,654.405256,0,74.965282,129.769797,0,0.494735,6.029756,7987.76667,0,3357.191725,0,2855.20565,0,0.806584,0,0.005318,0.00381240482328873,0,"Deciduous"
222468894010661,73593371010538,50,17,50017,2011,2011,5,1,44.069703,-72.572447,1314,60,281,2,0.75,1,31,30,801,103,1,833,261,833,243.47057,0,153.19988,190.506949,0,50.121485,11.977563,21634.383894,0,5637.396833,0,4736.421548,0,0.904682,0,0.231724,0.263095311027211,0,"Mixed"
222468976010661,122566876010661,50,17,50017,2011,2011,4,1,44.067737,-72.426901,1895,10,286,1,1,0,46,40,801,84,1,318,12,318,1311.038656,0,842.67224,110.579478,0,14.395382,3.932474,3322.352433,0,2145.636616,0,1906.861662,0,0.742083,0,0.108211,0.13018131628366,0,"Deciduous"
222468982010661,122566886010661,50,17,50017,2012,2011,4,1,43.843465,-72.4183,1668,32,59,1,1,0,46,40,801,38,2,318,129,318,2441.535932,6.018046,6.018046,99.324264,1.142581,1.142581,2.731067,1275.665943,0,1184.235395,12.487325,1039.070442,10.489352,0.878662,0.005844,0.005844,0.0115035435852814,1,"Deciduous"
222469032010661,122566750010661,50,17,50017,2012,2011,4,1,44.09546,-72.163527,1508,0,0,1,1,0,46,40,901,74,1,746,12,746,1302.27188,6.018046,1052.783264,192.8723,20.514593,62.154958,5.210992,14634.07907,2975.861484,4786.742703,622.253698,4195.271401,560.02833,0.896812,0.058889,0.297603,0.322259640186797,0.330055616802122,"Mixed"
222469036010661,73594574010538,50,17,50017,2011,2011,5,1,43.804114,-72.22275,722,0,0,1,1,0,46,40,103,73,1,129,129,762,309.14849,30.09023,30.09023,76.475666,51.469309,51.469309,6.73464,5021.318788,5021.318788,2018.152713,1524.55598,1688.664923,1271.636157,0.335203,0.16493,0.16493,0.673015505350421,1,"White Pine"
222468926010661,122566960010661,50,19,50019,2011,2011,3,1,44.715896,-72.118761,1335,27,334,2,0.75,0,46,40,801,74,1,371,0,371,873.283056,0,0,122.255946,0,0,5.066334,4058.766164,0,2502.394887,0,2102.236647,0,0.810157,0,0,0,NA,"Deciduous"
222468802010661,122567146010661,50,19,50019,2011,2011,3,1,44.986403,-72.488619,1963,20,210,1,1,0,31,30,801,68,2,318,0,318,822.389958,0,0,88.845934,0,0,4.450576,388.341186,0,1720.450359,0,1498.914789,0,0.652099,0,0,0,NA,"Deciduous"
222468690010661,73595960010538,50,19,50019,2011,2011,5,1,44.941539,-71.94644,2092,6,234,1,1,0,46,40,999,0,5,318,12,318,42.126322,0,24.072184,15.554,0,9.001804,8.227741,371.664663,0,313.148909,0,281.634136,0,0.084695,0,0.039961,0.578745274527453,0,"Mixed"
222468922010661,73595529010538,50,19,50019,2011,2011,5,1,44.900759,-72.17228,940,7,289,1,1,0,46,40,121,58,2,12,12,743,1008.428798,6.018046,642.369164,118.186085,4.340888,83.800816,4.635503,3044.859639,379.128491,1877.282401,102.216084,1755.922774,97.105283,0.601431,0.017,0.383537,0.709058227963131,0.0518000683907422,"Evergreen"
222468918010661,122566954010661,50,19,50019,2011,2011,3,1,44.869306,-72.024782,1493,6,2,2,0.75,0,46,40,801,15,3,701,12,701,1016.674988,0,242.949984,46.967496,0,7.405554,2.910341,0,0,127.752904,0,123.215827,0,0.451351,0,0.049039,0.157674022051335,0,"Deciduous"
222468820010661,73595222010538,50,19,50019,2011,2011,4,1,44.756243,-72.484965,1805,10,10,1,1,0,46,40,902,70,2,375,0,375,669.710664,0,0,147.904951,0,0,6.363324,4745.550117,0,3148.749613,0,2836.718237,0,0.931174,0,0,0,NA,"Deciduous"
222468692010661,122567256010661,50,19,50019,2011,2011,-9999,1,44.824768,-72.254306,867,-9999,-9999,2,0.963062,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Deciduous"
222468848010661,73596663010538,50,19,50019,2011,2011,4,1,44.997015,-72.283979,1048,10,353,1,1,0,46,40,801,84,1,318,261,318,291.614938,0,171.254018,114.546437,0,48.275767,8.486375,5759.627939,0,2544.421333,0,2269.315135,0,0.637325,0,0.228262,0.421451493947385,0,"Mixed"
222468872010661,122566972010661,50,19,50019,2011,2011,4,1,44.654627,-72.362702,997,-9999,-9999,2,0.75,-9999,-9999,-9999,-9999,-9999,-9999,241,241,0,6.018046,0,6.018046,7.287112,0,7.287112,14.9,0,0,141.245796,0,104.521892,0,0.022582,0,0.022582,1,0,"Evergreen"
222468870010661,73596413010538,50,19,50019,2011,2011,5,1,44.761224,-72.290377,1112,11,249,2,0.92464,0,46,40,801,54,1,12,12,316,684.495486,6.018046,396.149864,143.401681,3.025,60.654264,6.197665,7602.009139,199.927384,2952.171549,67.064725,2684.970806,64.382139,0.77276,0.012734,0.278819,0.422967594082806,0.0498728333427638,"Mixed"
222468868010661,73595672010538,50,19,50019,2011,2011,5,1,44.667551,-72.186873,1521,27,340,1,1,0,46,40,801,51,2,318,12,318,1157.838776,0,398.898594,83.488153,0,15.709626,3.636007,1026.370084,0,857.013381,0,744.487253,0,0.637014,0,0.096179,0.188165930560232,0,"Deciduous"
222468706010661,122567262010661,50,19,50019,2011,2011,3,1,44.887437,-72.339889,1134,15,24,2,0.75,0,46,40,809,50,2,316,241,316,1227.827184,12.036092,126.378966,178.701009,22.877874,59.538273,5.165724,4951.007038,3381.223396,2663.705751,708.988575,2427.80782,639.04729,1.061927,0.067308,0.213268,0.333172561997118,0.384254914481648,"Mixed"
222468886010661,73601140010538,50,23,50023,2012,2011,5,1,44.378493,-72.568201,1138,24,145,2,0.670861,0,46,40,801,94,1,261,261,541,567.403882,0,171.254018,133.62364,0,72.574288,6.571005,7916.028427,0,2855.828668,0,2643.305213,0,0.706852,0,0.300723,0.543124614776248,0,"Mixed"
222468900010661,122567008010661,50,23,50023,2011,2011,3,1,44.078871,-72.75207,1691,12,110,2,0.950078,0,31,30,801,63,2,97,97,762,1077.376034,0,534.044336,127.071105,0,32.971609,4.650247,917.944803,0,2416.119866,0,2032.748461,0,0.797157,0,0.199317,0.259473693881862,0,"Mixed"
222468892010661,122566998010661,50,23,50023,2012,2011,4,1,44.255671,-72.64648,798,13,316,2,0.75,0,46,40,801,93,1,261,261,371,723.352492,0,360.041588,166.758088,0,83.92318,6.501368,12390.793489,0,4057.200828,0,3586.490339,0,0.843517,0,0.323484,0.503263026138798,0,"Mixed"
222468832010661,122567096010661,50,23,50023,2012,2011,5,1,44.34309,-72.800137,1039,8,80,1,1,0,46,40,809,72,1,316,97,316,990.37466,0,386.862502,154.036472,0,19.841624,5.340087,6954.948809,0,3304.586318,0,2961.673321,0,0.930119,0,0.107453,0.128811207776818,0,"Deciduous"
222468834010661,73601752010538,50,23,50023,2011,2011,4,1,44.250172,-72.867249,1577,11,225,1,1,0,46,40,801,78,1,316,97,316,855.228918,0,84.252644,145.911145,0,30.085554,5.59293,7539.070248,0,3342.373635,0,2685.733148,0,0.814772,0,0.139744,0.206190925305946,0,"Deciduous"
222468896010661,73600507010538,50,23,50023,2012,2011,5,1,44.190247,-72.706238,1710,20,106,1,1,0,46,40,801,85,1,97,97,746,384.634358,0,96.288736,117.901229,0,35.648127,7.496722,6811.209586,0,2651.740323,0,2401.939858,0,0.625631,0,0.165784,0.302355855849475,0,"Mixed"
222468698010661,73600868010538,50,23,50023,2011,2011,4,1,44.364581,-72.397809,1488,10,300,2,0.843481,0,46,40,103,75,1,129,129,371,2845.931986,198.074932,2758.930612,158.960053,75.012256,146.675943,3.200133,9241.682685,9241.682685,2112.384264,2019.613576,1925.04227,1844.594463,0.85439,0.260178,0.756258,0.922722031301789,0.51141485417278,"White Pine"
222468710010661,73601980010538,50,23,50023,2011,2011,5,1,44.396269,-72.749119,1000,15,182,1,1,0,46,40,809,56,2,316,129,316,759.460768,24.072184,261.004122,115.970439,14.767553,28.995437,5.291238,2677.446575,1221.919839,1942.300208,355.814575,1717.385205,339.524729,0.722661,0.059628,0.153056,0.250024379057494,0.50930610219808,"Mixed"
222468838010661,73608755010538,50,1,50001,2011,2011,5,1,44.145268,-72.963987,1880,21,303,2,0.75,0,11,10,801,75,1,316,97,316,759.460768,0,74.965282,135.469295,0,0.494735,5.718789,7806.474972,0,3331.768634,0,2748.700029,0,0.833941,0,0.005318,0.00365200837577253,0,"Deciduous"
222469092010661,73609694010538,50,1,50001,2011,2011,-9999,1,44.157536,-73.262145,244,9,124,2,0.66207,0,46,40,513,20,3,901,0,901,2072.206982,0,0,41.529505,0,0,1.916894,0,0,463.328862,0,361.085366,0,0.462316,0,0,0,NA,"Deciduous"
222469118010661,122567346010661,50,1,50001,2011,2011,4,1,43.901795,-72.974495,2290,28,275,1,1,1,11,10,905,44,2,761,0,761,1853.849768,0,0,102.682754,0,0,3.186749,353.082364,0,696.157282,0,602.516439,0,0.82695,0,0,0,NA,"Deciduous"
222468796010661,73608030010538,50,1,50001,2011,2011,5,1,43.905425,-73.276791,286,60,195,3,0.5,0,46,40,503,110,1,833,129,833,246.2193,12.036092,18.054138,63.088986,8.99688,12.34519,6.854125,3563.554109,816.884298,1551.308151,214.692118,1322.268632,203.957513,0.336343,0.03497,0.050133,0.195679004890014,0.728776146823176,"Deciduous"
222468836010661,122567110010661,50,1,50001,2011,2011,3,1,44.284508,-72.984391,1757,12,205,1,1,0,46,40,801,90,1,318,97,318,627.063756,0,6.018046,123.934996,0,0.887543,6.019736,11566.825704,0,3131.325372,0,2564.711892,0,0.73973,0,0.005125,0.00716135900791089,0,"Deciduous"
222469112010661,73610272010538,50,1,50001,2011,2011,5,1,43.983113,-72.913354,2687,16,112,1,1,1,11,10,801,69,2,531,97,531,774.24559,0,74.965282,93.958969,0,0.494735,4.717002,1764.682804,0,1513.207769,0,1206.371977,0,0.687337,0,0.005318,0.00526543666097486,0,"Deciduous"
222468700010661,73609016010538,50,1,50001,2011,2011,5,1,44.016718,-72.823732,2359,35,275,1,1,0,46,40,801,71,1,318,97,318,1062.070626,0,248.96803,126.95982,0,23.252894,4.681583,9517.399799,0,3121.229781,0,2741.351225,0,0.790911,0,0.120543,0.183151598671139,0,"Deciduous"
222468908010661,73609163010538,50,1,50001,2011,2011,5,1,43.8961,-72.912466,2674,50,245,1,1,1,11,10,801,115,1,318,97,318,888.067878,0,80.983328,120.47896,0,2.188176,4.987338,5762.37339,0,3345.819659,0,2306.576276,0,0.723695,0,0.015145,0.0181623081739749,0,"Deciduous"
222468842010661,73608236010538,50,1,50001,2011,2011,5,1,44.049919,-73.172281,352,4,0,2,0.685912,0,46,40,520,56,1,823,261,823,519.259514,0,99.037466,118.024591,0,9.814534,6.455507,2583.346921,0,2625.135396,0,1912.873046,0,0.716817,0,0.059301,0.083156687236476,0,"Deciduous"
222468840010661,122567118010661,50,1,50001,2011,2011,4,1,44.043494,-72.975571,1819,11,155,1,1,0,46,40,801,90,2,316,12,316,666.441348,0,18.054138,122.948902,0,6.485237,5.81591,4779.846359,0,2717.311309,0,2348.408135,0,0.767523,0,0.028224,0.0527474169716457,0,"Deciduous"
222468906010661,122567014010661,50,1,50001,2011,2011,4,1,43.974976,-72.902638,2294,38,150,1,1,0,11,10,801,70,2,318,97,318,1286.966472,0,335.969404,119.469259,0,30.378518,4.12554,3929.287284,0,2002.531039,0,1811.861853,0,0.819453,0,0.165115,0.254278952211464,0,"Mixed"
222469110010661,122567330010661,50,1,50001,2011,2011,4,1,44.058038,-72.864703,1851,17,80,1,1,1,11,10,805,46,2,318,0,318,438.276186,0,0,75.163433,0,0,5.607453,3166.13582,0,1768.97618,0,1608.086507,0,0.505674,0,0,0,NA,"Deciduous"
222468844010661,73609743010538,50,1,50001,2011,2011,5,1,43.969873,-73.039472,1237,16,345,1,1,1,11,10,801,89,1,261,261,316,516.510784,0,153.19988,153.962892,0,70.84059,7.392726,10400.824062,0,3674.204052,0,3287.155806,0,0.803518,0,0.279365,0.460114700885198,0,"Mixed"
222468846010661,122567126010661,50,1,50001,2011,2011,-9999,1,43.896815,-73.132507,375,-9999,-9999,2,0.906519,-9999,-9999,-9999,-9999,-9999,-9999,129,129,543,18.054138,6.018046,12.036092,3.810791,1.47344,2.817885,6.220932,0,0,51.563665,25.439923,48.480049,24.931128,0.019632,0.007162,0.013004,0.739448844085126,0.522888620365984,"White Pine"
222469120010661,NA,50,1,50001,2011,2011,-9999,1,44.078376,-73.052831,1432,20,230,1,1,0,11,10,801,83,1,833,97,833,468.366416,0,74.965282,121.815883,0,1.181641,6.905504,8751.899618,0,2910.874321,0,2553.835302,0,0.730508,0,0.010671,0.00970022111156063,0,"Deciduous"
222469122010661,NA,50,1,50001,2011,2011,-9999,1,43.997448,-73.078268,1787,28,281,1,1,0,11,10,801,80,1,833,0,833,1493.80818,0,0,195.651159,0,0,4.900384,22441.023432,0,5774.050548,0,4852.957356,0,1.12961,0,0,0,NA,"Deciduous"
222469126010661,NA,50,1,50001,2011,2011,-9999,1,44.087458,-72.930267,1995,15,55,1,1,0,11,10,801,67,2,318,0,318,987.105344,0,0,92.170601,0,0,4.137622,2919.138711,0,2073.148061,0,1714.07049,0,0.660606,0,0,0,NA,"Deciduous"
222469128010661,NA,50,1,50001,2011,2011,-9999,1,43.990367,-72.972492,1799,3,0,1,1,0,11,10,801,73,1,531,0,531,234.183208,0,0,38.031922,0,0,5.456731,1544.624262,0,774.046685,0,681.19781,0,0.265563,0,0,0,NA,"Deciduous"
222469130010661,NA,50,1,50001,2011,2011,-9999,1,43.915802,-73.04426,1703,10,145,1,1,1,11,10,801,110,1,541,0,541,579.439974,0,0,188.347486,0,0,7.719906,19081.028543,0,5538.723489,0,4803.058908,0,1.088142,0,0,0,NA,"Deciduous"
222468940010661,73611907010538,50,3,50003,2011,2011,5,1,43.131919,-72.974856,2329,0,0,2,0.75,1,11,10,124,99,1,316,97,316,598.014698,0,264.794024,188.381592,0,96.905687,7.599755,5946.864095,0,4128.06743,0,3557.727648,0,0.961285,0,0.443014,0.514411657589134,0,"Mixed"
222469096010661,122567300010661,50,3,50003,2011,2011,4,1,43.212998,-72.911597,1820,10,136,1,1,0,11,10,801,94,1,318,261,318,639.099848,0,155.94861,149.284565,0,13.478727,6.544243,12615.773818,0,3795.500489,0,3154.279373,0,0.873091,0,0.054121,0.0902888185392777,0,"Deciduous"
222468730010661,122567252010661,50,3,50003,2011,2011,3,1,42.979751,-73.028205,2289,11,105,1,1,0,11,10,801,77,1,316,12,316,306.39976,0,54.162414,109.879062,0,45.348411,8.108669,8294.329707,0,2586.457168,0,2321.536524,0,0.55641,0,0.164564,0.41271203243435,0,"Mixed"
222469100010661,122567314010661,50,3,50003,2011,2011,4,1,43.052438,-73.023488,2516,20,284,2,0.715516,0,11,10,124,61,1,12,12,316,1383.255208,0,1278.199696,153.10277,0,112.868343,4.504812,8982.503666,0,3037.373846,0,2756.110314,0,0.77055,0,0.583428,0.73720640717343,0,"Evergreen"
222468938010661,122566930010661,50,3,50003,2011,2011,4,1,43.196632,-73.04967,1041,5,240,2,0.75,0,46,40,801,60,1,531,129,531,156.469196,6.018046,6.018046,101.836738,9.264062,9.264062,10.92381,7512.063713,1206.974834,2810.870735,265.130511,2384.697205,246.571375,0.573853,0.031176,0.031176,0.090969744140862,1,"Deciduous"
222468944010661,73611523010538,50,3,50003,2011,2011,5,1,42.894772,-73.067184,NA,28,135,1,1,1,11,10,801,77,1,371,97,371,843.192826,0,80.983328,131.707288,0,5.110902,5.351527,6618.27933,0,3073.039808,0,2449.163651,0,0.849419,0,0.034348,0.0388050052325123,0,"Deciduous"
222469104010661,73612563010538,50,3,50003,2011,2011,5,1,42.96657,-73.081421,2940,22,263,1,1,1,11,10,801,75,1,531,97,531,861.246964,0,167.984702,108.734283,0,8.671419,4.811225,5458.123768,0,2769.705483,0,2035.824699,0,0.693841,0,0.045185,0.0797487118207235,0,"Deciduous"
222469022010661,73610611010538,50,3,50003,2011,2011,5,1,42.875261,-72.929206,1567,0,0,3,0.611146,0,46,40,505,93,1,833,0,833,90.27069,0,0,82.500175,0,0,12.944651,6291.783972,0,2473.885321,0,1972.904933,0,0.436347,0,0,0,NA,"Deciduous"
222469026010661,73610915010538,50,3,50003,2011,2011,5,1,42.818978,-72.963502,2038,38,267,1,1,0,46,40,801,80,1,316,261,316,474.384462,0,24.072184,149.019421,0,36.597378,7.589139,9069.027503,0,3855.382376,0,3141.834589,0,0.789348,0,0.129463,0.245587976079977,0,"Deciduous"
222469098010661,73612823010538,50,3,50003,2011,2011,5,1,42.900233,-72.962218,2110,15,112,1,1,0,11,10,801,94,1,318,97,318,480.402508,0,12.036092,115.892316,0,2.602892,6.650603,9224.604656,0,3076.896226,0,2638.591212,0,0.710533,0,0.013787,0.0224595735924373,0,"Deciduous"
222469116010661,122567344010661,50,3,50003,2011,2011,3,1,43.305348,-73.022121,3331,50,190,1,1,0,11,10,902,83,2,12,12,375,1983.49805,0,1037.998442,181.480791,0,74.856164,4.095772,485.300441,0,1395.478149,0,1300.240585,0,1.239728,0,0.427028,0.412474309746644,0,"Mixed"
222468934010661,73611154010538,50,3,50003,2011,2011,5,1,43.194583,-72.880023,1463,0,0,1,1,0,46,40,809,84,1,316,261,316,915.409378,0,758.940182,147.14362,0,62.269988,5.428744,9734.63669,0,3455.997569,0,3114.227122,0,0.782835,0,0.30194,0.423191899179862,0,"Mixed"
222468866010661,73611808010538,50,3,50003,2011,2011,5,1,43.227714,-73.205665,1734,40,348,1,1,0,46,40,801,79,1,318,0,318,300.381714,0,0,82.580142,0,0,7.099657,3550.279877,0,1702.828039,0,1505.978333,0,0.563027,0,0,0,NA,"Deciduous"
222469114010661,122567342010661,50,3,50003,2011,2011,4,1,42.835695,-73.049107,2297,10,130,1,1,0,11,10,801,65,1,531,0,531,654.405256,0,0,124.848302,0,0,5.914312,6077.396662,0,2591.58299,0,2090.496065,0,0.8321,0,0,0,NA,"Deciduous"
222469028010661,122566810010661,50,3,50003,2011,2011,4,1,42.830991,-73.099085,2892,35,225,1,1,0,11,10,801,60,2,371,97,371,522.52883,0,99.037466,111.736967,0,13.72113,6.261518,869.244295,0,1914.75572,0,1459.529934,0,0.746592,0,0.079845,0.122798482618559,0,"Deciduous"
222468952010661,73610500010538,50,3,50003,2011,2011,5,1,42.75924,-73.198153,1472,15,210,1,1,0,11,10,503,100,1,833,0,833,624.315026,0,0,172.955193,0,0,7.126909,17065.644576,0,4835.423285,0,3966.740654,0,0.998603,0,0,0,NA,"Deciduous"
222469124010661,NA,50,3,50003,2011,2011,-9999,1,43.279522,-72.873671,1567,22,165,1,1,0,11,10,105,27,1,261,261,371,1613.648514,0,216.12907,140.045263,0,79.573708,3.989018,9026.806547,0,2807.820152,0,2523.515502,0,0.800608,0,0.312833,0.568199925476951,0,"Mixed"
222469136010661,NA,50,3,50003,2011,2011,-9999,1,43.294534,-72.921641,2494,20,130,1,1,1,11,10,801,82,1,318,0,318,651.13594,0,0,136.005334,0,0,6.188401,11592.254831,0,4233.85378,0,3288.783868,0,0.765153,0,0,0,NA,"Deciduous"
222469138010661,NA,50,3,50003,2011,2011,-9999,1,43.091505,-73.075425,2065,33,255,1,1,1,11,10,809,80,1,316,0,316,615.027664,0,0,117.039441,0,0,5.906839,9680.934988,0,3308.200335,0,2488.699379,0,0.622345,0,0,0,NA,"Deciduous"
222469142010661,NA,50,3,50003,2011,2011,-9999,1,43.022191,-73.117513,2137,17,290,1,1,0,11,10,801,113,1,261,261,371,453.581594,0,66.198506,163.006702,0,63.942838,8.117295,7058.966245,0,3817.674148,0,3298.126656,0,0.841152,0,0.247869,0.392271220848331,0,"Mixed"
222469140010661,NA,50,3,50003,2011,2011,-9999,1,42.909074,-73.000813,2140,20,275,1,1,0,11,10,801,81,1,318,0,318,525.27756,0,0,123.331227,0,0,6.561126,10787.848891,0,3344.325348,0,2842.882714,0,0.741386,0,0,0,NA,"Deciduous"
222469146010661,NA,50,3,50003,2011,2011,-9999,1,42.856452,-73.086124,2127,25,230,1,1,0,11,10,801,67,1,318,97,318,1019.944304,0,323.933312,93.513498,0,11.344865,4.100013,5977.036116,0,2472.202567,0,1983.119483,0,0.585193,0,0.075637,0.121317940646387,0,"Deciduous"
222469144010661,NA,50,3,50003,2011,2011,-9999,1,42.78633,-73.130996,2452,10,245,1,1,0,11,10,801,64,2,318,0,318,1556.73737,0,0,82.802225,0,0,3.122839,0,0,929.423696,0,735.640382,0,0.710155,0,0,0,NA,"Deciduous"
222469090010661,73617051010538,50,7,50007,2011,2011,4,1,44.30243,-73.163865,486,5,7,1,1,0,46,40,801,39,2,762,0,762,108.324828,0,0,29.676246,0,0,7.087234,0,0,462.372558,0,371.192849,0,0.199277,0,0,0,NA,"Deciduous"
222468686010661,122567268010661,50,7,50007,2011,2011,4,1,44.443737,-72.924566,904,15,55,1,1,0,46,40,801,89,1,318,261,318,306.39976,0,6.018046,124.939933,0,1.386787,8.646547,10463.679711,0,3316.45302,0,2810.133121,0,0.722511,0,0.007491,0.011099629771692,0,"Deciduous"
222468774010661,73616021010538,50,7,50007,2011,2011,5,1,44.574389,-72.970082,1273,16,8,1,1,0,46,40,805,58,1,318,0,318,936.212246,0,0,157.118066,0,0,5.547052,9098.513226,0,3994.545441,0,3123.316586,0,0.92583,0,0,0,NA,"Deciduous"
222468830010661,73616518010538,50,7,50007,2011,2011,5,1,44.514851,-72.849593,1874,30,294,1,1,0,46,40,801,101,1,318,0,318,969.051206,0,0,122.931079,0,0,4.822739,9842.228592,0,2804.395167,0,2391.732343,0,0.844965,0,0,0,NA,"Deciduous"
222468784010661,122567176010661,50,7,50007,2011,2011,3,1,44.371214,-73.155485,459,12,300,1,1,0,46,40,801,82,1,261,261,743,480.923094,0,306.39976,184.319711,0,66.950307,8.382709,12841.859264,0,4325.426998,0,3898.404351,0,0.951408,0,0.340945,0.363229231625694,0,"Mixed"
222468778010661,73616271010538,50,7,50007,2011,2011,5,1,44.328208,-72.960053,1034,12,143,2,0.813371,0,46,40,801,63,2,316,0,316,516.510784,0,0,97.202549,0,0,5.87402,1672.606983,0,1789.303009,0,1620.350183,0,0.651074,0,0,0,NA,"Deciduous"
222468728010661,73598530010538,50,21,50021,2011,2011,5,1,43.543834,-72.810585,2473,30,115,1,1,0,31,30,801,46,1,318,12,318,510.492738,0,74.965282,111.320261,0,2.980678,6.323079,3798.642114,0,2495.589331,0,2036.224935,0,0.730133,0,0.020331,0.0267757007864004,0,"Deciduous"
222468858010661,122567040010661,50,21,50021,2011,2011,4,1,43.423536,-73.019675,1242,35,285,1,1,0,46,40,105,70,1,261,261,318,297.632984,0,150.45115,270.924505,0,184.934298,12.918733,24063.196205,0,7441.641032,0,6428.48899,0,1.123432,0,0.689186,0.682604543284115,0,"Evergreen"
222469106010661,122567320010661,50,21,50021,2011,2011,3,1,43.824871,-72.854629,1607,48,304,1,1,0,11,10,801,79,1,371,97,371,363.310904,0,74.965282,109.744832,0,1.635489,7.441991,7814.840791,0,3065.171586,0,2515.637862,0,0.644854,0,0.01384,0.0149026516346574,0,"Deciduous"
222468996010661,73598149010538,50,21,50021,2011,2011,5,1,43.636126,-72.761017,2346,32,225,1,1,0,46,40,805,65,1,318,97,318,1886.688728,0,80.983328,155.381515,0,2.93607,3.885848,11404.907817,0,3864.78216,0,3071.664835,0,1.02948,0,0.021564,0.0188958770288731,0,"Deciduous"
222468910010661,122567022010661,50,21,50021,2011,2011,4,1,43.790712,-72.958629,2011,8,290,1,1,0,11,10,805,74,1,318,0,318,537.313652,0,0,156.870872,0,0,7.316334,17105.648111,0,4812.68077,0,4056.854496,0,0.88708,0,0,0,NA,"Deciduous"
222468704010661,73599337010538,50,21,50021,2011,2011,5,1,43.439097,-73.242439,690,7,90,2,0.75,0,46,40,801,85,1,318,261,318,618.29698,0,12.036092,114.697512,0,2.250369,5.831963,5591.409658,0,2444.365174,0,2097.918687,0,0.755872,0,0.012599,0.0196200332575653,0,"Deciduous"
222468932010661,122566920010661,50,21,50021,2011,2011,3,1,43.349538,-72.962477,2265,23,330,1,1,1,11,10,801,81,1,371,0,371,792.299728,0,0,119.259156,0,0,5.253363,5732.992206,0,2810.367398,0,2315.199474,0,0.772654,0,0,0,NA,"Deciduous"
222468702010661,73598010010538,50,21,50021,2011,2011,5,1,43.798337,-72.796452,1737,40,190,2,0.75,0,11,10,801,83,3,318,97,318,303.130444,0,74.965282,70.165505,0,1.181641,6.514534,5278.85695,0,1649.096999,0,1403.853976,0,0.46151,0,0.010671,0.0168407681238808,0,"Deciduous"
222468930010661,73598663010538,50,21,50021,2011,2011,5,1,43.43264,-72.910174,1853,17,95,2,0.75,0,11,10,801,85,2,318,97,318,378.616312,0,87.001374,104.736944,0,7.715678,7.121748,3125.927251,0,2486.588399,0,2236.364227,0,0.636375,0,0.036166,0.0736672057187386,0,"Deciduous"
222468860010661,122567044010661,50,21,50021,2011,2011,3,1,43.520744,-73.201216,974,27,31,1,1,0,46,40,805,81,1,129,129,318,543.331698,99.037466,105.055512,145.096174,41.193694,46.999816,6.99732,11534.894511,5353.343678,3768.338887,1185.542942,3064.907123,1080.108334,0.784705,0.138621,0.162173,0.323921814781967,0.876465005735342,"Mixed"
222926833010661,73599700010538,50,21,50021,2011,2011,5,1,43.839356,-73.138102,436,12,259,1,1,0,46,40,127,36,3,241,241,972,1973.169516,0,1967.15147,78.232119,0,77.411536,2.696166,0,0,44.807771,0,38.844832,0,0.46569,0,0.459889,0.989510919421728,0,"Evergreen"
222468912010661,122567026010661,50,21,50021,2011,2011,3,1,43.712107,-72.82967,1480,6,44,2,0.75,0,46,40,801,87,1,97,97,316,342.508036,0,264.273438,178.609139,0,92.754418,9.778061,12307.483626,0,4891.670254,0,4061.155352,0,0.811364,0,0.40156,0.519315072673857,0,"Mixed"
