"V1","V2","V3","V4","V5","V6"
0,0.316669943,0,0,0.289101607578203,0
0,0,0,0.369779297739559,0,0
1,0,0.0460814750460815,0,0,0.467396676934793
0,0,0,0.551231465102463,0,0
0,0.683330057,0.0119887920119888,0.0789892371579785,0.10569011821138,0
0,0,0.94192973294193,0,0.605208274210417,0.532603323065207
0,0,0,0,0,0
0,0,0,0.937280635937281,0,0
0.98737039098737,0,0.960558016960558,0,0,0.805729432805729
0,0,0,0,0,0
0,0.692675528692676,0.039441983039442,0.0627193640627194,0,0.00648726000648726
0.0126296090126296,0.307324471307324,0,0,1,0.187783307187783
0,0,0,0,0,0
0,0,0,0.777925108777925,0,0
0.964065529964065,0.267483121534966,1,0.0423947600423948,0,0.0921051190921051
0,0,0,0,0,0
0,0.571832504143665,0,0.17968013117968,0.24841014649682,0.480014616480015
0.0359344700359345,0.160684374321369,0,0,0.75158985350318,0.42788026442788
