"V1","V2","V3","V4","V5"
0.00158736271272586,0.0370553966378731,0.420301786715502,0.111995530285993,0.429059923647906
0.0010046155113493,0.0485553407146684,0.362789112659658,0.200270846937861,0.387380084176463
0.00637277460751604,0.207626628114052,0.337111803731834,0.176569435659702,0.272319357886896
0.0113958413959011,0.133950237933704,0.401440503534887,0.18459171080002,0.268621706335487
0.0137151818064314,0.120085114030464,0.319187690815525,0.233191346604163,0.313820666743416
0.0219184848607327,0.16772886372017,0.135445050831744,0.356830952931386,0.318076647655967
0.0062291494256055,0.120065303939258,0.357014284890487,0.130466220625834,0.386225041118815
0.000771418286196184,0.0347546188939636,0.466165289947323,0.0909571377450981,0.40735153512742
0.0112721824315925,0.131927858682038,0.324270929554655,0.202587183535213,0.329941845796501
0.00887526369254382,0.0931821784324068,0.499144717204857,0.158295313846208,0.240502526823984
0.00865213579764634,0.0799203122167889,0.617848393283311,0.0864153000157094,0.207163858686545
0.0104659411901016,0.135197100880408,0.19578024750103,0.314774696250216,0.343782014178244
0.011773695852291,0.133955178961914,0.279647108754617,0.141411725301624,0.433212291129553
0.00699937368258099,0.174540176767378,0.245252269073768,0.131767778152644,0.441440402323629
0.0131220387627968,0.18230805163719,0.189541677019008,0.203266604230354,0.411761628350651
0.000539995203038196,0.0282297346143802,0.441505096005916,0.180906513020849,0.348818661155817
4.96520107248343e-05,0.0157381443994392,0.788405532295595,0.0540927136840262,0.141713957610215
0.00415034034848414,0.0191284416539886,0.501422416882394,0.215331352958225,0.259967448156908
0.00946714804598991,0.0506868440160879,0.358250220947368,0.133361601081733,0.448234185908821
0.00546478404951393,0.103906890629925,0.335387137564341,0.130861110741438,0.424380077014782
0.00613793692827963,0.162010260686567,0.372354287306744,0.126875620200397,0.332621894878013
0.000745710336315362,0.0675554854675239,0.366774303415211,0.135146447951048,0.429778052829902
0.00502630948825878,0.106410565848933,0.458676060321186,0.13742481237282,0.292462251968803
0.0174513355049159,0.123470339411529,0.463378840977683,0.114940356930518,0.280759127175353
0.0170956004882435,0.142623308842864,0.442793456557203,0.117302878827535,0.280184755284156
0.00994018218675172,0.10659782807023,0.345047987469695,0.226120354485016,0.312293647788307
0.00221468786357107,0.150337731788041,0.287034565314457,0.233604759410227,0.326808255623704
0.00158398196147705,0.0734665575942005,0.296383794904964,0.209093219919585,0.419472445619774
0.0197114960057348,0.226810244169918,0.139164304001415,0.33773230323863,0.276581652584302
0.0123471008652184,0.139978715504718,0.355224601051264,0.219282965445169,0.273166617133631
0.0210711073722504,0.163380568946702,0.242013631044591,0.30983482574166,0.263699866894797
0.0488209660886516,0.221496847174394,0.241984022354262,0.252109468327826,0.235588696054866
0.00228294431999886,0.144783171903484,0.366457321720164,0.202476006539995,0.284000555516358
0.00201771105324517,0.0551610187940518,0.33086024970905,0.207681625409808,0.404279395033844
0.0380811376058637,0.168190971258558,0.194397179761363,0.344130520762037,0.255200190612178
0.0124979688359015,0.131773282705573,0.246777871214185,0.219754669946925,0.389196207297415
0.0142798186914366,0.138350848747184,0.29640352591641,0.298841689219218,0.25212411742575
0.103003545853195,0.242427090791248,0.172162081667743,0.278927466971193,0.203479814716621
0.0125639318678011,0.138216144556965,0.308672961002111,0.311300101274588,0.229246861298535
0.00678193376182705,0.120615353496845,0.236719887621554,0.31372482604635,0.322157999073425
0.00372600880568463,0.0724064775220776,0.293505001009266,0.316742625507197,0.313619887155775
0.0243872189000946,0.079683945755058,0.271789571636918,0.147276456139253,0.476862807568676
0.010429673081748,0.165051457069939,0.543139507791726,0.160901776252306,0.120477585804281
0.00258028146623273,0.140707589404435,0.461490749189641,0.218985034190848,0.176236345748842
0.0804544987185871,0.223492631337741,0.356545516442429,0.224322367211453,0.115184986289791
0.0054045900418605,0.083474124305074,0.397564915246217,0.279163359752212,0.234393010654637
0.0213209717307058,0.0603782358835839,0.265716927121701,0.226972727170436,0.425611138093573
0.0527090639169557,0.0853020334017643,0.256062701356569,0.188766126348078,0.417160074976632
0.0124490226396217,0.189990540853435,0.307293989262029,0.373912189495059,0.116354257749855
0.00673800266943585,0.145046957517542,0.543428796596156,0.169956470779834,0.134829772437032
0.046524670803258,0.272734720643536,0.268321893393983,0.289647738930773,0.12277097622845
0.00439893440917417,0.158514424848679,0.381596447737247,0.209161556100206,0.246328636904694
0.0495263476230165,0.113595562892127,0.266901496925653,0.145217796024132,0.424758796535071
0.00298901917983383,0.0987578166100211,0.266907719946487,0.146144987174226,0.485200457089432
