"V1","V2","V3","V4","V5","V6"
0.00832964399822912,0.0396010460085021,0.600856472411107,0.0103047019462569,0.114875219140105,0.2260329164958
0.00601234523464174,0.0583138783728666,0.567110469105432,0.0146105718604877,0.157865101931425,0.196087633495147
0.0339108174467465,0.177014644852103,0.354896190124652,0.0250423881455582,0.245291967966604,0.163843991464336
0.0828150739685852,0.0656946626722018,0.266528289724861,0.0575637442571131,0.26893972403427,0.258458505342968
0.0680648251843669,0.0695808500348569,0.272789068034667,0.188689051854558,0.123259403148525,0.277616801743026
0.108012777209931,0.10471719064337,0.160374786573815,0.200467176556141,0.110937870059972,0.315490198956771
0.0172188213326012,0.105958939429745,0.49553848758186,0.0267359844909036,0.108325303712315,0.246222463452575
0.00331230961640709,0.0229093961797853,0.611334706331337,0.00178097886911769,0.144436590485056,0.216226018518297
0.041377029017915,0.111820087139614,0.271018632274527,0.00609420275051031,0.340103623168766,0.229586425648668
0.0311242865430875,0.0744555610055911,0.284228184543958,0.000305382123068996,0.386213291643957,0.223673294140338
0.0402479929165567,0.0595337469808611,0.494544057435707,0.0411645143473217,0.161837047063412,0.202672641256141
0.0610165417929747,0.0948150491734746,0.180224381675302,0.143730657669587,0.150569397793347,0.369643971895315
0.037216539585593,0.136418118122509,0.424986476492156,0.0261250421525245,0.110006668803868,0.26524715484335
0.0151321275660638,0.182436773218387,0.451240774620387,0.00988624794312397,0.11245623922812,0.228847837423919
0.0627264806877438,0.12826349092971,0.322738870474595,0.0323143288698239,0.17204368814016,0.281913140897967
0.005476032490036,0.0405200064079514,0.468663864794008,0.000268996020862601,0.275353459631579,0.209717640655563
0.0011805714675063,0.0147262078315783,0.880579556709504,0,0.0587176052521717,0.0447960587392393
0.0181259930841929,0.015002672691192,0.684106857111658,0.0173876957549123,0.133057609343694,0.132319172014351
0.0365785843376929,0.0479704186715528,0.465369295745328,0.0223129564060038,0.11269411865793,0.315074626181492
0.0444128681591793,0.111901499909983,0.376247103609544,0.0354797678975833,0.0943767155878855,0.337582044835824
0.0395705456450885,0.109663554985965,0.396383118821566,0.0423863631853407,0.0869266415488729,0.325069775813167
0.016956316986848,0.0493559771586679,0.427223826428628,0.0579504007137124,0.142368917455526,0.306144561256617
0.0427455235527835,0.0705899668950718,0.492903671589923,0.0690864740666472,0.0777607638461809,0.246913600049394
0.0660950727084871,0.0737462926106092,0.549682374338011,0.0275301200403612,0.0807244001694441,0.202221740133087
0.0634609276035419,0.108206416886796,0.43901347462871,0.0401016949706441,0.0461211519683337,0.303096333941974
0.0633525959754881,0.0700550062047089,0.332554376841812,0.0856575670499248,0.100623096493174,0.347757357434893
0.045119979665908,0.127818911540977,0.291230074116974,0.127631828430411,0.100955772664862,0.307243433580869
0.0424661141207528,0.0609365436119568,0.30790765889155,0.0898344880259892,0.118235684157869,0.380619511191882
0.115193341194458,0.132188317255484,0.124606835767247,0.233218403065295,0.0878813460257569,0.30691175669176
0.0616243818177757,0.100448186753226,0.313866783334733,0.0954565399329451,0.0926705023588338,0.335933605802487
0.0775960615663857,0.127079952900011,0.238686516314835,0.124943938590634,0.0997782521640686,0.331915278464066
0.124125004592128,0.129027728577887,0.213093584773993,0.0809425662940229,0.0862755865418322,0.366535529220137
0.0403316583354473,0.0840432784588943,0.363937937523169,0.0829081178583943,0.082663487728985,0.34611552009511
0.00870536903058586,0.0183034434744943,0.462089337947364,0.0413377511393788,0.165612778678717,0.303951319729461
0.110911032095772,0.139747925320689,0.135752907795838,0.123946259334036,0.120898398407788,0.368743477045878
0.0450684927060272,0.101877563587598,0.234733169469647,0.10622441087404,0.108855069257766,0.403241294104921
0.0802857192080029,0.107887213437681,0.190865362228833,0.1023559521853,0.132421272863708,0.386184480076474
0.200021428614529,0.19911525000014,0.148898796953384,0.120078824413443,0.0550427103189576,0.276842989699547
0.0205269943924819,0.0744149863003174,0.202031922127717,0.122395907929729,0.132465306518245,0.44816488273151
0.0325089577979553,0.0427995790649436,0.216759260006389,0.115064248074127,0.162965657246085,0.429902297810499
0.0362030626220599,0.0348945379128396,0.243589195025344,0.0874083713753373,0.135586683487982,0.462318149576437
0.0587165292904531,0.0514655670558912,0.278483816634549,0.0594979757468178,0.109407062893725,0.442429048378564
0.0507333258739962,0.138299356532672,0.372723920089199,0.0589996930898435,0.0650721811868124,0.314171523227477
0.0151513195756598,0.133511067755534,0.253355130677565,0.082080984040492,0.0689636004818002,0.446937897468949
0.143932273912516,0.161971757429535,0.302966019629189,0.0869271276785154,0.0307764559426738,0.273426365407571
0.0239742173056906,0.0370845615819317,0.237697588922162,0.0650406080975375,0.15034927844385,0.485853745648829
0.0447903101867675,0.0328778767540535,0.294813526199304,0.0831522089021928,0.157723897170904,0.386642180786778
0.100477101491986,0.0505348869273508,0.190557505621193,0.104060514685035,0.12778666720544,0.426583324068994
0.0535296008865797,0.157975068151614,0.169462436779826,0.15093745309091,0.122562382718495,0.345533058372575
0.0253395198471366,0.101676669550071,0.366266391697061,0.0614585331594763,0.0813551392470556,0.363903746499199
0.157663056066421,0.1940083596732,0.204756000358232,0.114359471131591,0.0522584055047282,0.276954707265828
0.0278587600936172,0.159627629024986,0.321661315180818,0.0604042543899996,0.0511546630426916,0.379293378267888
0.101671200622965,0.0716193744006494,0.280733872958237,0.103460189400727,0.0595272946043154,0.382988068013106
0.0325168199412632,0.0997979839947497,0.267446697339729,0.0946034052883742,0.0912617635473788,0.414373329888505
