left,top,CellID,distance
-72.172677,43.072743,1,0.00143766211098
-72.172677,43.082052,2,0.00631042388631
-72.172677,43.091361,3,0.00271218611328
-72.172677,43.10067,4,0.00101462295481
-72.172677,43.109979,5,0.000253980730208
-72.172677,43.119288,6,0.00110338993809
-72.172677,43.128597,7,0.000782684530095
-72.172677,43.137906,8,0.00404119485761
-72.172677,43.147215,9,0.00577959199672
-72.172677,43.156524,10,0.00243553670004
-72.172677,43.165833,11,0.000859312461342
-72.172677,43.175142,12,0.00475886291593
-72.172677,43.184451,13,0.00241665363898
-72.172677,43.19376,14,2.0242773646e-05
-72.172677,43.203069,15,0.00188413873771
-72.172677,43.212378,16,0.00298443665861
-72.172677,43.221687,17,0.00260227070782
-72.172677,43.230996,18,3.1624967593e-05
-72.172677,43.240305,19,0.00183942759196
-72.172677,43.249614,20,0.00101454158907
-72.172677,43.258923,21,0.00150304777534
-72.172677,43.268232,22,0.00201380569422
-72.172677,43.277541,23,0.000320627875093
-72.172677,43.28685,24,0.00125613024633
-72.172677,43.296159,25,0.0013987535522
-72.172677,43.305468,26,0.000117998260868
-72.163368,43.072743,27,0.00088100637235
-72.163368,43.082052,28,0.00832883430465
-72.163368,43.091361,29,0.00547489603006
-72.163368,43.10067,30,0.00266833848737
-72.163368,43.109979,31,0.00535252907432
-72.163368,43.119288,32,0.00820236314252
-72.163368,43.128597,33,0.00302687709991
-72.163368,43.137906,34,0.00129449231618
-72.163368,43.147215,35,0.00264361125826
-72.163368,43.156524,36,0.000171121116288
-72.163368,43.165833,37,0.00622520069675
-72.163368,43.175142,38,0.00531485589644
-72.163368,43.184451,39,0.00727504222665
-72.163368,43.19376,40,0.00477280787651
-72.163368,43.203069,41,0.00741427385002
-72.163368,43.212378,42,0.000985594162924
-72.163368,43.221687,43,0.00143183023101
-72.163368,43.230996,44,0.00460492383845
-72.163368,43.240305,45,0.00125923582187
-72.163368,43.249614,46,0.00155513155545
-72.163368,43.258923,47,0.00555950534176
-72.163368,43.268232,48,0.0013181291596
-72.163368,43.277541,49,0.00135882662379
-72.163368,43.28685,50,0.00153020233541
-72.163368,43.296159,51,0.00784955236418
-72.163368,43.305468,52,0.00233929808738
-72.154059,43.072743,53,0.00179211533249
-72.154059,43.082052,54,0.00090777435581
-72.154059,43.091361,55,0.00490003949543
-72.154059,43.10067,56,0.00101027113431
-72.154059,43.109979,57,0.000176427483138
-72.154059,43.119288,58,0.000383057314281
-72.154059,43.128597,59,0.000935431151733
-72.154059,43.137906,60,0.00246378410918
-72.154059,43.147215,61,0.0021273617577
-72.154059,43.156524,62,0.00336268271173
-72.154059,43.165833,63,0.000621996033161
-72.154059,43.175142,64,0.00108711706068
-72.154059,43.184451,65,0.00378318620416
-72.154059,43.19376,66,0.000965111630596
-72.154059,43.203069,67,0.0069374734036
-72.154059,43.212378,68,0.00103687426554
-72.154059,43.221687,69,0.00440103966365
-72.154059,43.230996,70,0.004558084991
-72.154059,43.240305,71,0.00496329649746
-72.154059,43.249614,72,0.00575693066413
-72.154059,43.258923,73,0.000567608074565
-72.154059,43.268232,74,0.00310281208836
-72.154059,43.277541,75,0.00168982444068
-72.154059,43.28685,76,0.00219851141748
-72.154059,43.296159,77,0.00424275265271
-72.154059,43.305468,78,0.000857335169496
-72.14475,43.072743,79,0.00222900992077
-72.14475,43.082052,80,0.00185390416241
-72.14475,43.091361,81,0.00347808196142
-72.14475,43.10067,82,5.0869229242e-05
