"V1","V2","V3","V4","V5"
0,0,0.0407123298320548,0.0158565124756954,0.0523289974594629
0.00655651203933907,0.096487490920862,0.092326489154692,0.0815498304464949,0.515626874234463
0.594802597568816,0.220562529248689,0.23311932749037,0.218093627542809,0.0353999976637999
0.00690002804140017,0.2407098032762,0.0648626969188214,0.287804313634129,0.222197786443296
0.391740862350445,0.442240176554249,0.568979156604062,0.396695715900871,0.174446344198978
0,0.0338999707797976,0.0273875989859536,0.0679884806515507,0.0440374258495719
0.00244348002687828,0.142672463699142,0.0499517817982641,0.34112152630374,0.398141313721935
0.378959672168556,0.149004406218361,0.147113259296077,0.295181092512063,0.036216546521095
0.0641999397061993,0.17597048642958,0.112563543052288,0.108826072244217,0.450843979935447
0.554396908098366,0.498452672873119,0.662983816867417,0.18688282828843,0.0707607339719508
0,0.00359999508279989,0,0.0126279224672331,0.0159434265101896
0.0224999794724996,0.394268987068187,0.00719999916559998,0.130408062825098,0.102609714283511
0.236929821975526,0.246609742672024,0.383487195820206,0.526953651497285,0.0431999643823989
0.126182921649841,0.079300389823909,0.0664798885290374,0.0166478456159703,0.522425700717622
0.614387276902133,0.27622088535308,0.542832916485157,0.313362517594413,0.315821194106278
0.0146691145720955,0.00989999235639972,0,0,0.0189208403973377
0.0365759214264609,0.23168471234065,0,0.00822464813981902,0.0297544516248435
0.365270030245531,0.312582735252978,0.483850169160854,0.627193736662293,0.00767107816109264
0.177229187911938,0.103532917727185,0.155699937269699,0.131326001232542,0.383476597053009
0.406255745843974,0.342299642322787,0.360449893569448,0.233255613965345,0.560177032763718
0.00121036804599399,0.00927939938973477,0,0.0027000000405,0.113204448867791
0.0294035541173351,0.216319456085417,0.0263359636847351,0.0540855058112826,0.199799222591367
0.28738184892051,0.444261016658963,0.267215588947605,0.823226140348392,0.0180647297767834
0.191982550295337,0.0611381875678039,0.184566794798737,0.0987512914812694,0.205669171843774
0.490021678620824,0.269001940298081,0.521881652568923,0.0212370623185559,0.463262426920284
0,0,0,0.000620780019244181,0.167082466698267
0.0446830331617589,0.0837499409212493,0.0442260424152334,0.035896937112805,0.326036437778769
0.221324804754445,0.785347151638819,0.389776826472858,0.365817030340328,0.227248647270897
0.259371055743647,0,0.183095801859066,0.228793965092613,0.144786501003774
0.474621106340149,0.130902907439932,0.382901329252843,0.36887128743501,0.134845947248292
0,0,0,0.0483630523370506,0.0529738707016674
0.013455433309475,3.2377000194262e-05,0.124640945368178,0.172303074888912,0.237039425089011
0.324225404457184,0.95152174670913,0.517879863839717,0.33786941431299,0.0627890542022418
0.254634860856602,0,0.0824736425669992,0.0414986838634092,0.473227468134601
0.407684301376739,0.0484458762906753,0.275005548225105,0.399965774597638,0.173970181872479
0,0,0,0.0452160937581817,0.0215813981869769
0,0.0121744111339185,0.0736927350633966,0.138089707423472,0.347168271094255
